	language_label	profession	wikipedia_link	image_link
17	ar	Missionar	http://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%B4%D8%B1%D9%88%D9%86	http://upload.wikimedia.org/wikipedia/commons/6/61/Crystal_Clear_app_kdict.png
18	ar	Missionar	http://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%B4%D8%B1%D9%88%D9%86	http://upload.wikimedia.org/wikipedia/commons/7/71/Rugendas_-_Aldea_des_Tapuyos.jpg
19	ar	Missionar	http://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%B4%D8%B1%D9%88%D9%86	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
20	ar	Missionar	http://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%B4%D8%B1%D9%88%D9%86	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
21	ar	Missionar	http://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%B4%D8%B1%D9%88%D9%86	http://upload.wikimedia.org/wikipedia/commons/5/5c/ChristianitySymbol.PNG
22	ar	Missionar	http://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%B4%D8%B1%D9%88%D9%86	http://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg
23	bg	Missionar	http://bg.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D0%B8%D0%BE%D0%BD%D0%B5%D1%80	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
24	ca	Missionar	http://ca.wikipedia.org/wiki/Missioner	http://upload.wikimedia.org/wikipedia/commons/6/63/Arbcom_ru_editing.svg
25	ca	Missionar	http://ca.wikipedia.org/wiki/Missioner	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
26	cdo	Missionar	http://cdo.wikipedia.org/wiki/Di%C3%B2ng-g%C3%A1u-s%C3%AA%CC%A4%E1%B9%B3	-
27	cs	Missionar	http://cs.wikipedia.org/wiki/Mision%C3%A1%C5%99	http://upload.wikimedia.org/wikipedia/commons/9/99/Nuvola_apps_important_orange.svg
28	cy	Missionar	http://cy.wikipedia.org/wiki/Cenhadwr	-
29	da	Missionar	http://da.wikipedia.org/wiki/Mission%C3%A6r	http://upload.wikimedia.org/wikipedia/commons/6/62/Mission_Meeting_at_Fyrbakken_in_Skagen.jpg
30	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
31	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/b/b8/Central_Asian_Buddhist_Monks.jpeg
32	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/en/4/44/Mayerhoff.jpg
33	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/7/76/LDS_name_tags.jpg
34	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/6/68/Jamia_Ahmadiyya_International.jpg
35	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/3/3d/Martires_de_elicura.jpg
36	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/2/2b/Lingshan_Islamic_Cemetery_-_two_worthies_-_DSCF8405.JPG
37	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/7/73/Asoka_Kaart.png
38	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/f/f2/Canyon_of_the_Little_Christians.jpg
39	en	Missionar	http://en.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/7/73/Asoka_Kaart.png
40	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/d/d5/David_Livingstone.jpg
41	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/e/ea/BpThomasCoke.png
42	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/1/16/Augustinus_von_Canterbury.jpg
43	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/3/31/Callisto_Caravario_%281903-1930%29.jpg
44	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/0/0c/Br%C3%A9buef-jesuits04jesuuoft.jpg
45	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/a/a4/70Apostles.jpg
46	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/1/10/Aghagower_St_Patrick_Statue_2007_08_12.jpg
47	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/e/e6/ANGroves1.jpg
48	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/7/7f/Cyril_and_Methodius.jpg
49	es	Missionar	http://es.wikipedia.org/wiki/Misionero	http://upload.wikimedia.org/wikipedia/commons/a/ae/Cardinal_Lavigerie.jpg
50	et	Missionar	http://et.wikipedia.org/wiki/Misjon%C3%A4r	http://upload.wikimedia.org/wikipedia/commons/7/7a/Misjon%C3%A4r_Alexander_Eisenschmidti_m%C3%A4lestusm%C3%A4rk.JPG
51	fa	Missionar	http://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B3%DB%8C%D9%88%D9%86%D8%B1	http://upload.wikimedia.org/wikipedia/commons/2/2b/Lingshan_Islamic_Cemetery_-_two_worthies_-_DSCF8405.JPG
52	fr	Missionar	http://fr.wikipedia.org/wiki/Missionnaire_chr%C3%A9tien	http://upload.wikimedia.org/wikipedia/commons/f/fe/Unbalanced_scales.svg
53	fr	Missionar	http://fr.wikipedia.org/wiki/Missionnaire_chr%C3%A9tien	http://upload.wikimedia.org/wikipedia/commons/c/ca/To_validate.svg
54	fr	Missionar	http://fr.wikipedia.org/wiki/Missionnaire_chr%C3%A9tien	http://upload.wikimedia.org/wikipedia/commons/3/3e/Disambig_colour.svg
55	fr	Missionar	http://fr.wikipedia.org/wiki/Missionnaire_chr%C3%A9tien	http://upload.wikimedia.org/wikipedia/commons/6/6f/Mosaico_representando_a_San_Francisco_Javier_en_Ceuta.jpg
56	fr	Missionar	http://fr.wikipedia.org/wiki/Missionnaire_chr%C3%A9tien	http://upload.wikimedia.org/wikipedia/commons/c/ca/Latin_Cross.svg
57	fy	Missionar	http://fy.wikipedia.org/wiki/Misjonaris	-
58	hr	Missionar	http://hr.wikipedia.org/wiki/Misionarstvo	-
59	hu	Missionar	http://hu.wikipedia.org/wiki/Hitt%C3%A9r%C3%ADt%C5%91	http://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg
60	id	Missionar	http://id.wikipedia.org/wiki/Misionaris	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
61	id	Missionar	http://id.wikipedia.org/wiki/Misionaris	http://upload.wikimedia.org/wikipedia/commons/6/62/COLLECTIE_TROPENMUSEUM_Zendelingenhuis_in_Boeli_TMnr_60018592.jpg
62	id	Missionar	http://id.wikipedia.org/wiki/Misionaris	http://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg
63	id	Missionar	http://id.wikipedia.org/wiki/Misionaris	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
64	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/it/4/43/Missionari-uccisi-1994-2011.jpg
65	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/6/64/Question_book-4.svg
66	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/b/bc/Nota_disambigua.svg
67	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/f/f9/Wiktionary_small.svg
68	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg
69	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/5/5c/ChristianitySymbol.PNG
70	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/f/f1/Exquisite-kfind.png
71	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
72	it	Missionar	http://it.wikipedia.org/wiki/Missionario	http://upload.wikimedia.org/wikipedia/it/6/63/Nuvola_mimetypes_charnotfound.PNG
73	ja	Missionar	http://ja.wikipedia.org/wiki/%E5%AE%A3%E6%95%99%E5%B8%AB	http://upload.wikimedia.org/wikipedia/commons/6/64/Question_book-4.svg
74	ka	Missionar	http://ka.wikipedia.org/wiki/%E1%83%9B%E1%83%98%E1%83%A1%E1%83%98%E1%83%9D%E1%83%9C%E1%83%94%E1%83%A0%E1%83%9D%E1%83%91%E1%83%90	http://upload.wikimedia.org/wikipedia/commons/e/ef/Preaching_from_a_Waggon_%28David_Livingstone%29_by_The_London_Missionary_Society.jpg
75	kk	Missionar	http://kk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BBi%D0%BA	http://upload.wikimedia.org/wikipedia/commons/d/dc/Crystal_Clear_app_kview.png
76	ko	Missionar	http://ko.wikipedia.org/wiki/%EC%84%A0%EA%B5%90%EC%82%AC	http://upload.wikimedia.org/wikipedia/commons/d/df/ReligionSymbol.svg
77	la	Missionar	http://la.wikipedia.org/wiki/Missionarius	http://upload.wikimedia.org/wikipedia/commons/e/ef/Preaching_from_a_Waggon_%28David_Livingstone%29_by_The_London_Missionary_Society.jpg
78	lb	Missionar	http://lb.wikipedia.org/wiki/Mission%C3%A4r	http://upload.wikimedia.org/wikipedia/commons/5/5c/ChristianitySymbol.PNG
79	lb	Missionar	http://lb.wikipedia.org/wiki/Mission%C3%A4r	http://upload.wikimedia.org/wikipedia/commons/2/29/TrauschJean.jpg
80	lb	Missionar	http://lb.wikipedia.org/wiki/Mission%C3%A4r	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
81	nl	Missionar	http://nl.wikipedia.org/wiki/Missionaris	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
82	nl	Missionar	http://nl.wikipedia.org/wiki/Missionaris	http://upload.wikimedia.org/wikipedia/commons/f/f2/Fatherdamienwithlepers.jpg
83	no	Missionar	http://no.wikipedia.org/wiki/Misjon%C3%A6r	http://upload.wikimedia.org/wikipedia/commons/2/20/Davidlivingstone.jpg
84	pl	Missionar	http://pl.wikipedia.org/wiki/Misjonarz	http://upload.wikimedia.org/wikipedia/commons/6/64/Question_book-4.svg
85	pt	Missionar	http://pt.wikipedia.org/wiki/Miss%C3%A3o	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
86	pt	Missionar	http://pt.wikipedia.org/wiki/Miss%C3%A3o	http://upload.wikimedia.org/wikipedia/commons/8/8e/Religious_symbols.svg
87	pt	Missionar	http://pt.wikipedia.org/wiki/Miss%C3%A3o	http://upload.wikimedia.org/wikipedia/commons/9/97/Question_book.svg
88	ru	Missionar	http://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%BE	http://upload.wikimedia.org/wikipedia/commons/5/5e/Broomhall-The-baptism-of-a-Chinese-Moslem.png
89	sh	Missionar	http://sh.wikipedia.org/wiki/Misionarstvo	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
90	simple	Missionar	http://simple.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/e/e2/Charles_Wesley.jpg
91	simple	Missionar	http://simple.wikipedia.org/wiki/Missionary	http://upload.wikimedia.org/wikipedia/commons/6/6c/Religious_syms.svg
92	sk	Missionar	http://sk.wikipedia.org/wiki/Mision%C3%A1r	-
93	sl	Missionar	http://sl.wikipedia.org/wiki/Misijonar	http://upload.wikimedia.org/wikipedia/commons/d/d7/ReligiousSymbols.svg
94	sl	Missionar	http://sl.wikipedia.org/wiki/Misijonar	http://upload.wikimedia.org/wikipedia/commons/a/a7/Wiktionary-logo-sl.svg
95	sw	Missionar	http://sw.wikipedia.org/wiki/Mmisionari	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
96	sw	Missionar	http://sw.wikipedia.org/wiki/Mmisionari	http://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg
97	th	Missionar	http://th.wikipedia.org/wiki/%E0%B8%A1%E0%B8%B4%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%A3%E0%B8%B5	http://upload.wikimedia.org/wikipedia/commons/4/44/Le_Depart_1868_Charles_Louis_de_Fredy_de_Coubertin.jpg
98	th	Missionar	http://th.wikipedia.org/wiki/%E0%B8%A1%E0%B8%B4%E0%B8%8A%E0%B8%8A%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%A3%E0%B8%B5	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
99	tl	Missionar	http://tl.wikipedia.org/wiki/Misyonaryo	http://upload.wikimedia.org/wikipedia/commons/c/ca/Crystal_Clear_app_Login_Manager.png
100	tl	Missionar	http://tl.wikipedia.org/wiki/Misyonaryo	http://upload.wikimedia.org/wikipedia/commons/5/5a/Icon-religion.png
101	tr	Missionar	http://tr.wikipedia.org/wiki/Misyonerlik	http://upload.wikimedia.org/wikipedia/commons/6/64/Question_book-4.svg
102	tr	Missionar	http://tr.wikipedia.org/wiki/Misyonerlik	http://upload.wikimedia.org/wikipedia/commons/e/e1/Ambox_wikify.svg
103	tr	Missionar	http://tr.wikipedia.org/wiki/Misyonerlik	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
104	tr	Missionar	http://tr.wikipedia.org/wiki/Misyonerlik	http://upload.wikimedia.org/wikipedia/commons/f/fb/Book_important.svg
105	uk	Missionar	http://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%81%D1%96%D0%BE%D0%BD%D0%B5%D1%80	http://upload.wikimedia.org/wikipedia/commons/e/e9/Crystal_Clear_app_korganizer.png
106	vi	Missionar	http://vi.wikipedia.org/wiki/Nh%C3%A0_truy%E1%BB%81n_gi%C3%A1o	http://upload.wikimedia.org/wikipedia/commons/2/28/P_religion_world.svg
107	zh	Missionar	http://zh.wikipedia.org/wiki/%E4%BC%A0%E6%95%99%E5%A3%AB	http://upload.wikimedia.org/wikipedia/commons/e/e1/Ambox_wikify.svg
108	zh	Missionar	http://zh.wikipedia.org/wiki/%E4%BC%A0%E6%95%99%E5%A3%AB	http://upload.wikimedia.org/wikipedia/commons/e/ec/Wiktionary-logo.svg
109	zh	Missionar	http://zh.wikipedia.org/wiki/%E4%BC%A0%E6%95%99%E5%A3%AB	http://upload.wikimedia.org/wikipedia/commons/8/89/Ricciyifu.JPG
110	zh-min-nan	Missionar	http://zh-min-nan.wikipedia.org/wiki/Tho%C3%A2n-k%C3%A0u-s%C5%AB	-
111	zh-yue	Missionar	http://zh-yue.wikipedia.org/wiki/%E5%82%B3%E6%95%99%E5%A3%AB	http://upload.wikimedia.org/wikipedia/commons/7/71/Rugendas_-_Aldea_des_Tapuyos.jpg
112	de	Historiker	http://de.wikipedia.org/wiki/Historiker	-
113	an	Historiker	http://an.wikipedia.org/wiki/Historiador	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
114	an	Historiker	http://an.wikipedia.org/wiki/Historiador	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
115	ang	Historiker	http://ang.wikipedia.org/wiki/St%C7%A3rwr%C4%ABtere	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
116	ar	Historiker	http://ar.wikipedia.org/wiki/%D9%85%D8%A4%D8%B1%D8%AE	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
117	ar	Historiker	http://ar.wikipedia.org/wiki/%D9%85%D8%A4%D8%B1%D8%AE	http://upload.wikimedia.org/wikipedia/commons/4/48/P_history.svg
118	ast	Historiker	http://ast.wikipedia.org/wiki/Historiador	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
119	az	Historiker	http://az.wikipedia.org/wiki/Tarix%C3%A7i	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
120	ca	Historiker	http://ca.wikipedia.org/wiki/Historiador	http://upload.wikimedia.org/wikipedia/commons/6/63/Arbcom_ru_editing.svg
121	ca	Historiker	http://ca.wikipedia.org/wiki/Historiador	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
122	ckb	Historiker	http://ckb.wikipedia.org/wiki/%D9%85%DB%8E%DA%98%D9%88%D9%88%D9%86%D8%A7%D8%B3	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
123	ckb	Historiker	http://ckb.wikipedia.org/wiki/%D9%85%DB%8E%DA%98%D9%88%D9%88%D9%86%D8%A7%D8%B3	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
124	cs	Historiker	http://cs.wikipedia.org/wiki/Historik	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
125	cv	Historiker	http://cv.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BA	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
126	cy	Historiker	http://cy.wikipedia.org/wiki/Hanesydd	http://upload.wikimedia.org/wikipedia/commons/2/2a/Wiktionary-logo-cy.png
127	cy	Historiker	http://cy.wikipedia.org/wiki/Hanesydd	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
128	cy	Historiker	http://cy.wikipedia.org/wiki/Hanesydd	http://upload.wikimedia.org/wikipedia/commons/b/b6/Hourglass.svg
129	cy	Historiker	http://cy.wikipedia.org/wiki/Hanesydd	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
130	da	Historiker	http://da.wikipedia.org/wiki/Historiker	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
131	da	Historiker	http://da.wikipedia.org/wiki/Historiker	http://upload.wikimedia.org/wikipedia/commons/e/e0/Kristianerslev.jpg
132	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
133	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/0/05/Edward_Gibbon_by_Henry_Walton_cleaned.jpg
134	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/2/2a/Leopold_Von_Ranke_1877.jpg
135	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/0/01/Leonardo_Bruni_-_Imagines_philologorum.jpg
136	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/2/26/Simon_Schama_at_The_Strand_by_David_Shankbone.jpg
137	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/2/21/Marc_Bloch.jpg
138	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
139	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/8/8e/Jules_Michelet_portrait_older.jpg
140	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/6/68/Beda_Petersburgiensis_f3v.jpg
141	en	Historiker	http://en.wikipedia.org/wiki/Historian	http://upload.wikimedia.org/wikipedia/commons/4/48/Thucydides_Manuscript.jpg
142	eo	Historiker	http://eo.wikipedia.org/wiki/Historiisto	http://upload.wikimedia.org/wikipedia/commons/2/2a/Leopold_Von_Ranke_1877.jpg
143	es	Historiker	http://es.wikipedia.org/wiki/Historiador	-
144	et	Historiker	http://et.wikipedia.org/wiki/Ajaloolane	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
145	fa	Historiker	http://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE%E2%80%8C%D9%86%DA%AF%D8%A7%D8%B1	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
146	fa	Historiker	http://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE%E2%80%8C%D9%86%DA%AF%D8%A7%D8%B1	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
147	fr	Historiker	http://fr.wikipedia.org/wiki/Historien	http://upload.wikimedia.org/wikipedia/commons/3/38/Info_Simple.svg
148	fr	Historiker	http://fr.wikipedia.org/wiki/Historien	http://upload.wikimedia.org/wikipedia/commons/e/ed/Recycle002.svg
149	fr	Historiker	http://fr.wikipedia.org/wiki/Historien	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
150	fr	Historiker	http://fr.wikipedia.org/wiki/Historien	http://upload.wikimedia.org/wikipedia/commons/e/ed/Bede-crop.png
151	fr	Historiker	http://fr.wikipedia.org/wiki/Historien	http://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg
152	fy	Historiker	http://fy.wikipedia.org/wiki/Skiedkundige	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
153	he	Historiker	http://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%9F	http://upload.wikimedia.org/wikipedia/commons/b/b3/Jebens%2C_Adolf_-_Leopold_von_Ranke_%28detail%29_-_1875.jpg
154	he	Historiker	http://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%9F	http://upload.wikimedia.org/wikipedia/commons/2/24/Wiktionary-logo-he.png
155	he	Historiker	http://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%9F	http://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg
156	he	Historiker	http://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%9F	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
157	he	Historiker	http://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%9F	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
158	he	Historiker	http://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%9F	http://upload.wikimedia.org/wikipedia/commons/3/3b/Ben-Zion_Dinur.jpg
159	hi	Historiker	http://hi.wikipedia.org/wiki/%E0%A4%87%E0%A4%A4%E0%A4%BF%E0%A4%B9%E0%A4%BE%E0%A4%B8%E0%A4%95%E0%A4%BE%E0%A4%B0	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
160	hr	Historiker	http://hr.wikipedia.org/wiki/Povjesni%C4%8Dar	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
161	hy	Historiker	http://hy.wikipedia.org/wiki/%D5%8A%D5%A1%D5%BF%D5%B4%D5%AB%D5%B9	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
162	ja	Historiker	http://ja.wikipedia.org/wiki/%E6%AD%B4%E5%8F%B2%E5%AE%B6	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
163	ja	Historiker	http://ja.wikipedia.org/wiki/%E6%AD%B4%E5%8F%B2%E5%AE%B6	http://upload.wikimedia.org/wikipedia/commons/9/99/Nuvola_apps_important_orange.svg
164	ka	Historiker	http://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A1%E1%83%A2%E1%83%9D%E1%83%A0%E1%83%98%E1%83%99%E1%83%9D%E1%83%A1%E1%83%98	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
165	ka	Historiker	http://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A1%E1%83%A2%E1%83%9D%E1%83%A0%E1%83%98%E1%83%99%E1%83%9D%E1%83%A1%E1%83%98	http://upload.wikimedia.org/wikipedia/commons/f/f7/P_wiki_letter_w.svg
166	ka	Historiker	http://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A1%E1%83%A2%E1%83%9D%E1%83%A0%E1%83%98%E1%83%99%E1%83%9D%E1%83%A1%E1%83%98	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
167	ku	Historiker	http://ku.wikipedia.org/wiki/D%C3%AErokzan	-
168	la	Historiker	http://la.wikipedia.org/wiki/Rerum_gestarum_scriptor	http://upload.wikimedia.org/wikipedia/commons/a/aa/Alexis_de_tocqueville.jpg
169	la	Historiker	http://la.wikipedia.org/wiki/Rerum_gestarum_scriptor	http://upload.wikimedia.org/wikipedia/commons/9/95/Schlaegel_und_eisen_yellow.svg
170	la	Historiker	http://la.wikipedia.org/wiki/Rerum_gestarum_scriptor	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
171	mk	Historiker	http://mk.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B0%D1%80	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
172	mk	Historiker	http://mk.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%B0%D1%80	http://upload.wikimedia.org/wikipedia/commons/3/38/Hoplite_helmet.svg
173	ml	Historiker	http://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%B0%E0%B4%BF%E0%B4%A4%E0%B5%8D%E0%B4%B0%E0%B4%95%E0%B4%BE%E0%B4%B0%E0%B5%BB	http://upload.wikimedia.org/wikipedia/commons/b/b6/Hourglass.svg
174	ml	Historiker	http://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%B0%E0%B4%BF%E0%B4%A4%E0%B5%8D%E0%B4%B0%E0%B4%95%E0%B4%BE%E0%B4%B0%E0%B5%BB	http://upload.wikimedia.org/wikipedia/commons/d/da/AGMA_H%C3%A9rodote.jpg
175	ml	Historiker	http://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%B0%E0%B4%BF%E0%B4%A4%E0%B5%8D%E0%B4%B0%E0%B4%95%E0%B4%BE%E0%B4%B0%E0%B5%BB	http://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg
176	ml	Historiker	http://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%B0%E0%B4%BF%E0%B4%A4%E0%B5%8D%E0%B4%B0%E0%B4%95%E0%B4%BE%E0%B4%B0%E0%B5%BB	http://upload.wikimedia.org/wikipedia/commons/c/c9/Ambox_rewrite_gold.svg
