_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,no_of_persons,no_of_persons:confidence,person_plural,person_plural:confidence,person_singular_dom,person_singular_dom:confidence,person_singular_nondom,person_singular_nondom:confidence,image_url,no_of_persons_gold,no_of_persons_gold_reason,person_plural_gold,person_plural_gold_reason,person_singular_dom_gold,person_singular_dom_gold_reason,person_singular_nondom_gold,person_singular_nondom_gold_reason
882949910,false,finalized,3,3/25/2016 13:43:50,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/9/9e/Clown_Civertan.jpg,,,,,,,,
882949911,false,finalized,3,3/25/2016 13:47:55,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f2/Andrej_Nikolajev.JPG,,,,,,,,
882949912,false,finalized,3,3/25/2016 13:44:29,several_persons_no_single_persons_depiction_is_dominant,0.6667,only_male,0.6667,,0,,,http://upload.wikimedia.org/wikipedia/commons/5/5f/Paul_C%C3%A9zanne_060.jpg,,,,,,,,
882949913,false,finalized,3,3/25/2016 13:52:41,several_persons_but_one_persons_depiction_is_dominant,1.0,,,male,1.0,,,http://upload.wikimedia.org/wikipedia/commons/2/20/Oleg_popov2.jpg,,,,,,,,
882949914,false,finalized,3,3/25/2016 13:48:22,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,0.6842,,,,,http://upload.wikimedia.org/wikipedia/commons/f/f5/12-hopfenwiegen.jpg,,,,,,,,
882949915,false,finalized,3,3/25/2016 13:45:08,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/6f/Brillanten.jpg,,,,,,,,
882949916,false,finalized,3,3/25/2016 13:48:22,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/b/bc/Juwelier_Wempe.jpg,,,,,,,,
882949917,false,finalized,3,3/25/2016 14:11:37,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/fc/Hodler_-_Der_Pfarrer_-_1879.jpeg,,,,,,,,
882949918,false,finalized,3,3/25/2016 13:47:55,several_persons_no_single_persons_depiction_is_dominant,0.6667,only_male,0.6667,,0,,,http://upload.wikimedia.org/wikipedia/commons/6/67/Eucharist001.jpg,,,,,,,,
882949919,false,finalized,3,3/25/2016 13:45:31,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_male_persons,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/9/93/Ludwig_Knaus_Besuch_beim_Dorfpfarrer.jpg,,,,,,,,
882949920,false,finalized,3,3/25/2016 13:48:09,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_female_persons,0.6389,,,,,http://upload.wikimedia.org/wikipedia/commons/7/74/Confirmation_blessing.jpg,,,,,,,,
882949921,false,finalized,3,3/25/2016 13:43:50,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_male_persons,0.6809,,,,,http://upload.wikimedia.org/wikipedia/commons/7/75/Molly_brown_rescue_award_titanic.jpg,,,,,,,,
882949922,false,finalized,3,3/25/2016 13:46:47,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/6e/German_merchantmarine_captains_licence_-_1965.png,,,,,,,,
882949923,false,finalized,3,3/25/2016 13:44:28,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/b/ba/Brevet_capitaine.png,,,,,,,,
882949924,false,finalized,3,3/25/2016 13:45:17,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/2/2f/Bundesarchiv_Bild_183-R66982%2C_Binnenschiffer%2C_der_Kapit%C3%A4n_am_Steuer.jpg,,,,,,,,
882949925,false,finalized,3,3/25/2016 13:48:09,several_persons_but_one_persons_depiction_is_dominant,0.7222,,0,male,0.7222,,,http://upload.wikimedia.org/wikipedia/commons/1/14/Bundesarchiv_B_145_Bild-F048236-0034%2C_Kiel%2C_Segelschiff_%22Gorch_Fock%22%2C_Kapit%C3%A4n_v._Stackelberg.jpg,,,,,,,,
882949926,false,finalized,3,3/25/2016 13:45:17,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/e/e9/KS_Werk.jpg,,,,,,,,
882949927,false,finalized,3,3/25/2016 13:45:02,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/d/de/Brass_casting_10.jpg,,,,,,,,
882949928,false,finalized,3,3/25/2016 13:46:24,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/17/Brass_casting_12.jpg,,,,,,,,
882949929,false,finalized,3,3/25/2016 13:46:47,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a1/Vermessungstechniker.jpg,,,,,,,,
882949930,false,finalized,3,3/25/2016 13:45:10,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/b/bd/Rice_Field.jpg,,,,,,,,
882949931,false,finalized,3,3/25/2016 13:46:05,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/e/e7/Farmer_plowing_in_Fahrenwalde%2C_Mecklenburg-Vorpommern%2C_Germany.jpg,,,,,,,,
882949932,false,finalized,3,3/25/2016 13:47:55,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,0.6667,,,,,http://upload.wikimedia.org/wikipedia/commons/c/cf/Kufstein_Almabtrieb_2005.jpg,,,,,,,,
882949933,false,finalized,3,3/25/2016 13:45:02,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/b/b1/In_The_Barley_Harvest.jpg,,,,,,,,
882949934,false,finalized,3,3/25/2016 13:46:05,several_persons_no_single_persons_depiction_is_dominant,0.6731,only_female,0.3474,,,,,http://upload.wikimedia.org/wikipedia/commons/1/18/Araire_13th.jpg,,,,,,,,
882949935,false,finalized,3,3/25/2016 13:45:02,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/4/4f/Bundesarchiv_Bild_102-09715%2C_Spreewald%2C_Gurkenbauer_auf_dem_Weg_zum_Markt.jpg,,,,,,,,
882949936,false,finalized,3,3/25/2016 13:43:19,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a8/Biogas_Photovoltaik_Wind.jpg,,,,,,,,
882949937,false,finalized,3,3/25/2016 13:47:55,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/d/d0/Rice_Cultivation_Vietnam.1024x768.jpg,,,,,,,,
882949938,false,finalized,3,3/25/2016 13:43:50,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/1/12/Man_in_agriculture.jpg,,,,,,,,
882949939,false,finalized,3,3/25/2016 13:49:41,no_person,0.6562,,,,,,0,http://upload.wikimedia.org/wikipedia/commons/c/cd/2011_08_20_Fahne_Quartiersleute_DSCI0004_k.JPG,,,,,,,,
882949940,false,finalized,3,3/25/2016 13:48:55,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/c/cc/Allers_Hamburger_Quartiersmann_1887.jpg,,,,,,,,
882949941,false,finalized,3,3/25/2016 13:48:55,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/7c/Werkzeuge_des_K%C3%BCrschners%2C_Sprengel_1782.jpg,,,,,,,,
882949942,false,finalized,3,3/25/2016 13:47:55,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_male_persons,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/9/92/Pelz-Zurichter_beim_D%C3%BCnnschneiden%2C_Thorer_%26_Co%2C_Offenbach%2C_1977.jpg,,,,,,,,
882949943,false,finalized,3,3/25/2016 13:46:47,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c3/Muskrat_raw_fur_skins.jpg,,,,,,,,
882949944,false,finalized,3,3/25/2016 13:43:50,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a2/Muskrat_European_fur_skins.jpg,,,,,,,,
882949945,false,finalized,3,3/25/2016 13:48:09,one_person,0.6389,,,,0,gender_is_not_recognizable,0.6389,http://upload.wikimedia.org/wikipedia/commons/f/fc/Flashmob_gegen_M%C3%A4nnergewalt%2C_K%C3%B6ln-5848.jpg,,,,,,,,
882949946,false,finalized,3,3/25/2016 13:46:47,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/3/3a/Glasmacher.jpg,,,,,,,,
882949947,false,finalized,3,3/25/2016 13:49:41,one_person,0.6562,,,,,male,0.6562,http://upload.wikimedia.org/wikipedia/commons/3/3a/Skl%C3%A1rna_Nena%C4%8Dovice%2C_04.jpg,,,,,,,,
882949948,false,finalized,3,3/25/2016 13:44:28,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/5/59/Joska_bodenmais_glasparadies_glasblaeser.jpg,,,,,,,,
882949949,false,finalized,3,3/25/2016 13:52:41,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/4/4e/Fotothek_df_n-06_0000389.jpg,,,,,,,,
882949950,false,finalized,3,3/25/2016 13:56:10,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/e/e0/Walldorf_Wappenbaum_Wappen_G%C3%A4rtner.JPG,,,,,,,,
882949951,false,finalized,3,3/25/2016 13:48:22,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/2/20/MelkAbbey9.JPG,,,,,,,,
882949952,false,finalized,3,3/25/2016 13:46:21,several_persons_no_single_persons_depiction_is_dominant,0.6857,mixed_equal_amount_of_male_and_female_persons,0.6857,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c9/Abel_Grimmer_001.jpg,,,,,,,,
882949953,false,finalized,3,3/25/2016 13:49:41,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/5/56/Patent_SM.png,,,,,,,,
882949954,false,finalized,3,3/25/2016 13:45:08,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/6d/Schiffsmechanikerbrief.jpg,,,,,,,,
882949955,false,finalized,3,3/25/2016 13:49:41,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,0.6562,,,,,http://upload.wikimedia.org/wikipedia/commons/e/e1/WOPR-Pobierowo-2006.jpg,,,,,,,,
882949956,false,finalized,3,3/25/2016 13:56:10,several_persons_but_one_persons_depiction_is_dominant,1.0,,,male,1.0,,,http://upload.wikimedia.org/wikipedia/commons/8/8d/DLRG-Rettungsschwimmer-Borkum-Lo.JPG,,,,,,,,
882949957,false,finalized,3,3/25/2016 13:46:05,several_persons_no_single_persons_depiction_is_dominant,0.6526,only_male,0.3269,,,,0,http://upload.wikimedia.org/wikipedia/commons/7/78/Rettungsschwimmer.jpg,,,,,,,,
882949958,false,finalized,3,3/25/2016 15:07:04,one_person,0.7097,,,,0,male,0.7097,http://upload.wikimedia.org/wikipedia/commons/a/a3/Deutscher_Rettungsschwimmer.jpg,,,,,,,,
882949959,false,finalized,3,3/25/2016 15:04:27,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a4/Modellgussprothese_RvT_09.JPG,,,,,,,,
882949960,false,finalized,3,3/25/2016 15:12:12,one_person,1.0,,,,,female,0.6452,http://upload.wikimedia.org/wikipedia/commons/2/20/Zahntechnik_Artikulator.JPG,,,,,,,,
882949961,false,finalized,3,3/25/2016 15:12:12,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/78/208T8237_Stegarbeit_bearb_low.jpg,,,,,,,,
882949962,false,finalized,3,3/25/2016 15:07:30,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/19/Dental_imprint_5unitimp.jpg,,,,,,,,
882949963,false,finalized,3,3/25/2016 15:10:16,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_male_persons,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/d/d5/DBP_1987_1316_Jugend_Zahntechniker.jpg,,,,,,,,
882949964,false,finalized,3,3/25/2016 15:04:56,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/8/81/Monaco_andante.JPG,,,,,,,,
882949965,false,finalized,3,3/25/2016 15:06:55,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/d/dc/Segellehrerlizenz.png,,,,,,,,
882949966,false,finalized,3,3/25/2016 15:05:31,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/3/3d/Gesellenst%C3%BCck_Lederhandwerk.jpg,,,,,,,,
882949967,false,finalized,3,3/25/2016 15:05:15,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_female_persons,0.3539,,,,,http://upload.wikimedia.org/wikipedia/commons/1/16/Klempner_1880.jpg,,,,,,,,
882949968,false,finalized,3,3/25/2016 15:07:27,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/8a/Falzzange_gekr%C3%B6pft.jpg,,,,,,,,
882949969,false,finalized,3,3/25/2016 15:05:31,several_persons_but_one_persons_depiction_is_dominant,0.6788,,0,male,0.6788,,,http://upload.wikimedia.org/wikipedia/commons/5/59/Bundesarchiv_Bild_183-2005-0712-527%2C_Berlin%2C_Kriegsversehrter_Klempner.jpg,,,,,,,,
882949970,false,finalized,3,3/25/2016 15:06:11,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/7e/Copper_Roof_Dresden_20070114.JPG,,,,,,,,
882949971,false,finalized,3,3/25/2016 15:04:27,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,0.7222,,,,,http://upload.wikimedia.org/wikipedia/commons/e/e3/Hofkutscher.JPG,,,,,,,,
882949972,false,finalized,3,3/25/2016 15:07:47,one_person,1.0,,,,,gender_is_not_recognizable,0.6667,http://upload.wikimedia.org/wikipedia/commons/5/5a/Vergolder_arbeitet_an_einem_Bilderrahmen_%282278%29.jpg,,,,,,,,
882949973,false,finalized,3,3/25/2016 15:04:40,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/e/e5/Doreuse_JPG01.jpg,,,,,,,,
882949974,false,finalized,3,3/25/2016 15:06:29,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/e/ec/Eichenlaub.jpg,,,,,,,,
882949975,false,finalized,3,3/25/2016 15:07:50,one_person,1.0,,,,,gender_is_not_recognizable,0.6829,http://upload.wikimedia.org/wikipedia/commons/5/51/Vergolder_arbeitet_an_einem_Bilderrahmen_%282276%29.jpg,,,,,,,,
882949976,false,finalized,3,3/25/2016 15:06:55,one_person,1.0,,,,,gender_is_not_recognizable,1.0,http://upload.wikimedia.org/wikipedia/commons/6/6f/Vergolder_arbeitet_an_einem_Bilderrahmen_%282267%29.jpg,,,,,,,,
882949977,false,finalized,3,3/25/2016 15:05:08,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/8a/Puppenkaufladen_Hutgesch%C3%A4ft.jpg,,,,,,,,
882949978,false,finalized,3,3/25/2016 15:10:16,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/0/0f/Loea_-_Strohhut.jpg,,,,,,,,
882949979,false,finalized,3,3/25/2016 15:06:29,several_persons_no_single_persons_depiction_is_dominant,1.0,only_female,1.0,,,,,http://upload.wikimedia.org/wikipedia/de/8/87/Fernsprechamt_Stettin_1892.jpg,,,,,,,,
882949980,false,finalized,3,3/25/2016 15:05:04,one_person,1.0,,,,,female,0.6701,http://upload.wikimedia.org/wikipedia/commons/4/43/JT_Switchboard_770x540.jpg,,,,,,,,
882949981,false,finalized,3,3/25/2016 15:12:12,several_persons_no_single_persons_depiction_is_dominant,1.0,only_female,0.6452,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a8/Bundesarchiv_Bild_101I-615-2486-14A%2C_Frankreich%2C_Nachrichtenhelferinnen.jpg,,,,,,,,
882949982,false,finalized,3,3/25/2016 15:05:23,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/8/85/Bundesarchiv_Bild_102-09292%2C_Telefonistin.jpg,,,,,,,,
882949986,false,finalized,3,3/25/2016 15:06:29,several_persons_no_single_persons_depiction_is_dominant,1.0,only_female,0.6977,,,,,http://upload.wikimedia.org/wikipedia/de/7/7a/Frl_vom_Amt_1902.jpg,,,,,,,,
882949987,false,finalized,3,3/25/2016 15:04:27,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a6/Hartig_2006-08-06d.jpg,,,,,,,,
882949988,false,finalized,3,3/25/2016 15:10:22,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/1/13/Fotothek_df_tg_0002116_St%C3%A4ndebuch_%5E_J%C3%A4ger_%5E_F%C3%B6rster.jpg,,,,,,,,
882949989,false,finalized,3,3/25/2016 15:05:59,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/b/b3/RoscheiderHof-waldmuseum-forstbuero-2009.jpg,,,,,,,,
882949990,false,finalized,3,3/25/2016 15:05:23,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/2/2b/Eilert_Tantzen_forest.jpg,,,,,,,,
882949991,false,finalized,3,3/25/2016 15:10:22,one_person,0.6562,,,,,male,0.6562,http://upload.wikimedia.org/wikipedia/commons/1/1f/Utility_worker_4460.jpg,,,,,,,,
882949992,false,finalized,3,3/25/2016 15:10:22,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/e/e9/The_Geographer.jpg,,,,,,,,
882949993,false,finalized,3,3/25/2016 15:05:08,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/6/62/Sansewer.jpg,,,,,,,,
882949994,false,finalized,3,3/25/2016 15:12:50,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/6/66/Bundesarchiv_Bild_183-C03606%2C_Stenotypistin.jpg,,,,,,,,
882949995,false,finalized,3,3/25/2016 15:07:57,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/5/5b/LuckyTypewriter.jpg,,,,,,,,
882949996,false,finalized,3,3/25/2016 15:07:04,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/fd/CWB-final_touches_on_hull_01.jpg,,,,,,,,
882949997,false,finalized,3,3/25/2016 15:10:21,several_persons_no_single_persons_depiction_is_dominant,0.3438,gender_is_not_recognizable,0.3438,,0,,,http://upload.wikimedia.org/wikipedia/commons/b/b9/MobiCat_Ligerz.jpg,,,,,,,,
882949998,false,finalized,3,3/25/2016 15:05:40,several_persons_no_single_persons_depiction_is_dominant,0.68,mixed_equal_amount_of_male_and_female_persons,0.68,,,,0,http://upload.wikimedia.org/wikipedia/commons/d/de/Becksche_Universitaetsbuchhandlung_interior.JPG,,,,,,,,
882949999,false,finalized,3,3/25/2016 15:07:47,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/f/fa/Borders_bookshelf.jpg,,,,,,,,
882950000,false,finalized,3,3/25/2016 15:10:21,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/8/8a/HFP.png,,,,,,,,
882950001,false,finalized,3,3/25/2016 15:07:57,one_person,0.6667,,,,0,male,0.6667,http://upload.wikimedia.org/wikipedia/commons/b/b1/MTDR-08-057.jpg,,,,,,,,
882950002,false,finalized,3,3/25/2016 15:05:31,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/60/Medientechnologe_Druck_%C3%9Cbersicht_Pr%C3%BCfungsstruktur.jpg,,,,,,,,
882950003,false,finalized,3,3/25/2016 15:07:04,one_person,1.0,,,,,female,0.7097,http://upload.wikimedia.org/wikipedia/commons/9/9a/MTDR-11-042.jpg,,,,,,,,
882950004,false,finalized,3,3/25/2016 15:04:56,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/73/Pfoertnerhaeuschen.JPG,,,,,,,,
882950005,false,finalized,3,3/25/2016 15:12:50,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/1/10/Handgraviertes_Schild_Detail.jpg,,,,,,,,
882950006,false,finalized,3,3/25/2016 15:06:55,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/7/76/Handgraviertes_schlid.jpg,,,,,,,,
882950007,false,finalized,3,3/25/2016 15:12:12,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/e/e2/Handengraved-euro-cent.jpg,,,,,,,,
882950008,false,finalized,3,3/25/2016 15:04:27,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f7/Louis_George_Meistergraveurin_2.jpg,,,,,,,,
882950009,false,finalized,3,3/25/2016 15:10:22,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/3/35/Stecknadel-gravur.jpg,,,,,,,,
882950010,false,finalized,3,3/25/2016 15:05:42,several_persons_no_single_persons_depiction_is_dominant,0.6977,only_male,0.6977,,0,,,http://upload.wikimedia.org/wikipedia/de/9/94/Wikifowi.jpg,,,,,,,,
882950011,false,finalized,3,3/25/2016 15:07:04,several_persons_no_single_persons_depiction_is_dominant,0.6452,gender_is_not_recognizable,0.6452,,,,,http://upload.wikimedia.org/wikipedia/commons/2/26/Einsatzleiter_Rote_Kreuz.jpg,,,,,,,,
882950012,false,finalized,3,3/25/2016 15:05:04,several_persons_no_single_persons_depiction_is_dominant,0.6929,only_male,0.6929,,0,,,http://upload.wikimedia.org/wikipedia/commons/3/31/Zwei_Stra%C3%9Fenfeger_in_Landshut.jpg,,,,,,,,
882950013,false,finalized,3,3/25/2016 15:10:16,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/f/f2/Sommelier_Knife2.jpg,,,,,,,,
882950014,false,finalized,3,3/25/2016 15:06:11,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/7/78/Sommelier_F.I.S.A.R..jpg,,,,,,,,
882950015,false,finalized,3,3/25/2016 15:07:57,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/65/Rgsl_2.jpg,,,,,,,,
882950016,false,finalized,3,3/25/2016 15:07:57,one_person,0.6667,,,,,gender_is_not_recognizable,0.6667,http://upload.wikimedia.org/wikipedia/commons/7/7a/Koop3.jpg,,,,,,,,
882950017,false,finalized,3,3/25/2016 15:05:40,several_persons_no_single_persons_depiction_is_dominant,0.66,only_female,0.66,,0,,,http://upload.wikimedia.org/wikipedia/commons/5/56/Bundesarchiv_Bild_183-P0226-0010%2C_Dommitzsch-Trossin%2C_Blick_in_die_Reinigung.jpg,,,,,,,,
882950018,false,finalized,3,3/25/2016 15:05:42,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/9/93/Dry_clean_rack.jpg,,,,,,,,
882950019,false,finalized,3,3/25/2016 15:06:55,several_persons_no_single_persons_depiction_is_dominant,0.6512,only_male,0.3488,,,,,http://upload.wikimedia.org/wikipedia/commons/a/ae/Schuhmacher-1568.png,,,,,,,,
882950020,false,finalized,3,3/25/2016 15:12:50,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/23/Making_of_shoes.jpg,,,,,,,,
882950021,false,finalized,3,3/25/2016 15:06:29,one_person,0.6512,,0,,,gender_is_not_recognizable,0.6512,http://upload.wikimedia.org/wikipedia/commons/2/20/Shoemaker%27s_shop.JPG,,,,,,,,
882950022,false,finalized,3,3/25/2016 15:05:59,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_female_persons,0.3513,,,,,http://upload.wikimedia.org/wikipedia/commons/3/3e/Schuhmacher_1880.jpg,,,,,,,,
882950023,false,finalized,3,3/25/2016 15:09:29,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/a/a3/Schuhmacherwerkzeuge.jpg,,,,,,,,
882950024,false,finalized,3,3/25/2016 15:04:27,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/71/Leest.jpg,,,,,,,,
882950025,false,finalized,3,3/25/2016 15:05:59,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f5/Jazzbass.jpg,,,,,,,,
882950026,false,finalized,3,3/25/2016 15:09:29,no_person,0.6585,,0,,,,,http://upload.wikimedia.org/wikipedia/commons/1/19/Relief_sp%C3%A4thethitisch.JPG,,,,,,,,
882950027,false,finalized,3,3/25/2016 15:05:59,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/5/53/SV-Ausweis46_500px.gif,,,,,,,,
882950028,false,finalized,3,3/25/2016 15:07:47,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/d/d2/Bundesarchiv_Bild_102-12349%2C_Berlin%2C_Ger%C3%BCstbauer_bei_der_Arbeit.jpg,,,,,,,,
882950029,false,finalized,3,3/25/2016 15:05:31,several_persons_no_single_persons_depiction_is_dominant,0.6715,only_male,0.6715,,0,,,http://upload.wikimedia.org/wikipedia/commons/9/9c/Hausabbruch%2C_2002.jpg,,,,,,,,
882950030,false,finalized,3,3/25/2016 15:07:47,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/c/c1/Vigneron.jpg,,,,,,,,
882950031,false,finalized,3,3/25/2016 15:05:31,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/5/5c/Rebmann-1568.png,,,,,,,,
882950032,false,finalized,3,3/25/2016 15:07:04,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/15/Flugdienstberaterlizenz_-_Flight_Operations_Officer_Licence.png,,,,,,,,
882950033,false,finalized,3,3/25/2016 15:06:37,several_persons_no_single_persons_depiction_is_dominant,0.6977,mixed_but_predominantly_male_persons,0.6977,,0,,,http://upload.wikimedia.org/wikipedia/commons/e/e9/Heinrich_Carl_Schimmelmann_1773.jpg,,,,,,,,
882950034,false,finalized,3,3/25/2016 15:07:30,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/4/44/Abraham_Bosse_Valet_de_chambre.jpg,,,,,,,,
882950035,false,finalized,3,3/25/2016 15:05:23,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/4/4f/Der_korrekte_Diener_Fig_5.jpg,,,,,,,,
882950036,false,finalized,3,3/25/2016 15:06:55,several_persons_but_one_persons_depiction_is_dominant,0.6512,,0,male,0.3488,,,http://upload.wikimedia.org/wikipedia/commons/5/5a/Msc2010_dett_0036.jpg,,,,,,,,
882950037,false,finalized,3,3/25/2016 15:04:57,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,0.6452,,,,,http://upload.wikimedia.org/wikipedia/commons/0/0a/Chodowiecki_Das_Gehirn_eines_K%C3%BCnstlers.jpg,,,,,,,,
882950038,false,finalized,3,3/25/2016 15:12:50,several_persons_no_single_persons_depiction_is_dominant,1.0,only_female,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/d/d8/MollyHeleneCramer1900.jpg,,,,,,,,
882950039,false,finalized,3,3/25/2016 15:09:29,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/0/08/Archivar_im_Archiv_%28W._M%C3%BCller%29.jpg,,,,,,,,
