_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,no_of_persons,no_of_persons:confidence,person_plural,person_plural:confidence,person_singular_dom,person_singular_dom:confidence,person_singular_nondom,person_singular_nondom:confidence,image_url,no_of_persons_gold,no_of_persons_gold_reason,person_plural_gold,person_plural_gold_reason,person_singular_dom_gold,person_singular_dom_gold_reason,person_singular_nondom_gold,person_singular_nondom_gold_reason
882950040,false,finalized,3,3/25/2016 15:05:42,no_person,0.6977,,,,,,0,http://upload.wikimedia.org/wikipedia/commons/9/9a/Dirr_Orgelprospekt.jpg,,,,,,,,
882950041,false,finalized,3,3/25/2016 15:09:29,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/4/4d/Bundesarchiv_B_145_Bild-F023326-0001%2C_Bonn%2C_Orgelbau_in_der_Werkstatt_Klais.jpg,,,,,,,,
882950042,false,finalized,3,3/25/2016 15:04:56,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/1/15/Bundesarchiv_B_145_Bild-F023327-0001%2C_Bonn%2C_Orgelbau_in_der_Werkstatt_Klais.jpg,,,,,,,,
882950043,false,finalized,3,3/25/2016 15:06:55,one_person,0.6857,,,,0,female,0.6857,http://upload.wikimedia.org/wikipedia/commons/5/58/D%C3%ADa_del_trabajador_%288683652093%29.jpg,,,,,,,,
882950044,false,finalized,3,3/25/2016 15:12:12,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,0.6562,,,,,http://upload.wikimedia.org/wikipedia/commons/0/00/Cafe-prueckel-schanigarten.jpg,,,,,,,,
882950045,false,finalized,3,3/25/2016 15:05:59,several_persons_no_single_persons_depiction_is_dominant,0.6698,only_male,0.6698,,,,,http://upload.wikimedia.org/wikipedia/commons/c/cb/Bike_repair.jpg,,,,,,,,
882950046,false,finalized,3,3/25/2016 15:05:31,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f3/U_Wash_bicycle_shop_02A.jpg,,,,,,,,
882950047,false,finalized,3,3/25/2016 15:07:57,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/f/f2/Ai_props1.JPG,,,,,,,,
882950048,false,finalized,3,3/25/2016 15:04:56,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/3/31/Ai_props2.JPG,,,,,,,,
882950049,false,finalized,3,3/25/2016 15:10:16,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c7/Asphaltbauer.jpg,,,,,,,,
882950050,false,finalized,3,3/25/2016 15:05:42,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/2/23/Roadmen.jpg,,,,,,,,
882950051,false,finalized,3,3/25/2016 15:07:57,several_persons_but_one_persons_depiction_is_dominant,0.6562,,,gender_is_not_recognizable,0.3437,,,http://upload.wikimedia.org/wikipedia/commons/7/7e/Galligantus_-_Project_Gutenberg_eText_17034.jpg,,,,,,,,
882950052,false,finalized,3,3/25/2016 15:12:50,several_persons_but_one_persons_depiction_is_dominant,1.0,,,male,0.6562,,,http://upload.wikimedia.org/wikipedia/commons/2/29/Tobas_1.jpg,,,,,,,,
882950053,false,finalized,3,3/25/2016 15:12:50,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/9/9f/Idylls_of_the_King_10.jpg,,,,,,,,
882950054,false,finalized,3,3/25/2016 15:06:11,several_persons_no_single_persons_depiction_is_dominant,1.0,only_male,0.3333,,,,,http://upload.wikimedia.org/wikipedia/commons/1/1b/A_Magician_by_Edward_Kelly.jpg,,,,,,,,
882950055,false,finalized,3,3/25/2016 15:05:23,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/6/6d/Circe.jpg,,,,,,,,
882950056,false,finalized,3,3/25/2016 15:07:47,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/6/68/Black_and_White_7_-_Augusto_De_Luca_photographer.jpg,,,,,,,,
882950057,false,finalized,3,3/25/2016 15:04:56,several_persons_no_single_persons_depiction_is_dominant,0.6389,mixed_but_predominantly_male_persons,0.6389,,0,,,http://upload.wikimedia.org/wikipedia/commons/b/bd/Bundesarchiv_Bild_102-05907%2C_Zeitungsphotograf_bei_der_Arbeit.jpg,,,,,,,,
882950058,false,finalized,3,3/25/2016 15:04:33,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/e/e8/Gabriel_Cornelius_von_Max%2C_1840-1915%2C_Monkeys_as_Judges_of_Art%2C_1889.jpg,,,,,,,,
882950059,false,finalized,3,3/25/2016 15:04:57,one_person,1.0,,,,,male,0.6452,http://upload.wikimedia.org/wikipedia/commons/f/f8/TailoringFirstFitFront01.jpg,,,,,,,,
882950060,false,finalized,3,3/25/2016 15:04:27,one_person,1.0,,,,,male,0.6389,http://upload.wikimedia.org/wikipedia/commons/a/a1/TailoringFirstFitBack.jpg,,,,,,,,
882950061,false,finalized,3,3/25/2016 15:04:33,several_persons_but_one_persons_depiction_is_dominant,1.0,,,male,1.0,,,http://upload.wikimedia.org/wikipedia/commons/0/08/Croupier_de_Hold%27em_Poker.jpg,,,,,,,,
882950062,false,finalized,3,3/25/2016 15:05:42,several_persons_no_single_persons_depiction_is_dominant,0.6512,only_male,0.6512,,0,,,http://upload.wikimedia.org/wikipedia/commons/4/4e/Betonfertigteil.jpg,,,,,,,,
882950063,false,finalized,3,3/25/2016 15:07:04,several_persons_no_single_persons_depiction_is_dominant,0.3421,only_male,0.3421,,0,,0,http://upload.wikimedia.org/wikipedia/commons/b/bc/Betonfertigteilbauerarbeit.jpg,,,,,,,,
882950064,false,finalized,3,3/25/2016 15:09:29,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/7/74/Klischees.jpg,,,,,,,,
882950065,false,finalized,3,3/25/2016 15:05:59,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/89/Wappen_der_Photochemiegraphen.jpg,,,,,,,,
882950066,false,finalized,3,3/25/2016 15:04:27,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/e/e7/Mall_culture_jakarta32.jpg,,,,,,,,
882950067,false,finalized,3,3/25/2016 15:07:57,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_equal_amount_of_male_and_female_persons,0.6562,,,,,http://upload.wikimedia.org/wikipedia/commons/c/cb/Call_Centre_2006.jpg,,,,,,,,
882950068,false,finalized,3,3/25/2016 15:07:04,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/25/Aufbereitungsmechaniker.jpg,,,,,,,,
882950069,false,finalized,3,3/25/2016 15:12:12,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/9/95/Packmitteltechnologe_%C3%9Cbersicht_Pr%C3%BCfungsstruktur.JPG,,,,,,,,
882950070,false,finalized,3,3/25/2016 15:07:30,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/d/d4/Packmitteltechnologin_MT-11-068.jpg,,,,,,,,
882950071,false,finalized,3,3/25/2016 15:05:04,one_person,1.0,,,,,gender_is_not_recognizable,0.6486,http://upload.wikimedia.org/wikipedia/commons/2/22/Packmitteltechnologie_PMT-11-081.jpg,,,,,,,,
882950072,false,finalized,3,3/25/2016 15:06:11,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/86/Bauzeichnerarbeitsplatz2012.jpg,,,,,,,,
882950073,false,finalized,3,3/25/2016 15:07:04,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c7/Bauzeichnerarbeitsplatz1998.jpg,,,,,,,,
882950074,false,finalized,3,3/25/2016 15:05:08,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c1/Fertigteilwerkplan.JPG,,,,,,,,
882950075,false,finalized,3,3/25/2016 15:05:10,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/8d/Bewehrungsplan.JPG,,,,,,,,
882950076,false,finalized,3,3/25/2016 15:06:56,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/f/ff/Architektur1.JPG,,,,,,,,
882950077,false,finalized,3,3/25/2016 15:12:50,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/4/47/Architektur3.JPG,,,,,,,,
882950078,false,finalized,3,3/25/2016 15:09:29,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/d/d8/Architektur2.JPG,,,,,,,,
882950079,false,finalized,3,3/25/2016 15:10:16,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/64/Schalplan.JPG,,,,,,,,
882950080,false,finalized,3,3/25/2016 15:10:22,several_persons_no_single_persons_depiction_is_dominant,0.6487,mixed_equal_amount_of_male_and_female_persons,0.3293,,,,0,http://upload.wikimedia.org/wikipedia/commons/f/f8/Fotothek_df_n-07_0000095.jpg,,,,,,,,
882950081,false,finalized,3,3/25/2016 15:05:08,several_persons_no_single_persons_depiction_is_dominant,0.6731,only_male,0.6731,,0,,,http://upload.wikimedia.org/wikipedia/commons/8/85/Fotothek_df_tg_0008085_St%C3%A4ndebuch_%5E_Handwerk_%5E_M%C3%BCller.jpg,,,,,,,,
882950082,false,finalized,3,3/25/2016 15:05:31,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/1e/Avolites_Pearl_Expert_and_Wing.JPG,,,,,,,,
882950083,false,finalized,3,3/25/2016 15:07:47,no_person,0.6579,,0,,,,,http://upload.wikimedia.org/wikipedia/commons/8/8c/Genesis_Tech.jpg,,,,,,,,
882950084,false,finalized,3,3/25/2016 15:07:47,one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/a/a7/Beleuchter_01.JPG,,,,,,,,
882950085,false,finalized,3,3/25/2016 15:07:47,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_male_persons,0.6667,,,,,http://upload.wikimedia.org/wikipedia/commons/4/43/Fussballtrainer-18-09-2005.jpg,,,,,,,,
882950086,false,finalized,3,3/25/2016 15:12:50,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c0/Vergleich_Ausbildungsm%C3%B6glichkeiten.jpg,,,,,,,,
882950087,false,finalized,3,3/25/2016 15:07:57,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/f/f5/Vergleich_Ausbildungsm%C3%B6glichkeiten2.jpg,,,,,,,,
882950088,false,finalized,3,3/25/2016 15:10:22,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_female_persons,1.0,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a7/Edgar_Germain_Hilaire_Degas_021.jpg,,,,,,,,
882950089,false,finalized,3,3/25/2016 15:04:40,no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/1d/Notarzteinsatzfahrzeug_%C3%96sterreich.jpg,,,,,,,,
882953170,true,golden,23,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/3/3a/Glasmacher.jpg,one_person,"",,"",,"","female
male
gender_is_not_recognizable","If you  zoom in on image, you will see that it is a man."
882953266,true,golden,34,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/8e/Marble_cobbelstones.jpg,no_person,"",,"",,"",,""
882953442,false,golden,14,2/18/2016 20:56:25,one_person,0.5003,,,,0,male,0.5003,http://upload.wikimedia.org/wikipedia/commons/7/71/CardiopulmonaryResuscitationBabyDummy.jpg,"one_person
several_persons_but_one_persons_depiction_is_dominant",There is one person. The doll is not counted.,,"","female
male
gender_is_not_recognizable","","male
gender_is_not_recognizable",""
882953506,true,golden,45,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/4/44/Reinhard_Mey_0603740007.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
882953633,true,golden,25,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/81/13-03-19-landtag-niedersachsen-by-RalfR-033.jpg,no_person,"",,"",,"",,""
882954052,true,golden,22,"",several_persons_no_single_persons_depiction_is_dominant,0.7979,only_male,0.75,,0,,,http://upload.wikimedia.org/wikipedia/commons/f/f8/Bundesarchiv_Bild_183-1987-0619-002%2C_Wismar%2C_Ausbildung_zum_Forstfacharbeiter.jpg,several_persons_no_single_persons_depiction_is_dominant,There are two persons.,"only_male
mixed_but_predominantly_male_persons
gender_is_not_recognizable",Both are male,"","",,""
882954085,true,golden,23,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/60/Medientechnologe_Druck_%C3%9Cbersicht_Pr%C3%BCfungsstruktur.jpg,no_person,"",,"",,"",,""
882954132,true,golden,36,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/3/35/Glasschneider2.jpg,no_person,"",,"",,"",,""
882954192,true,golden,28,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/f/f0/Pfeifenstock2.JPG,no_person,"",,"",,"",,""
882954926,false,golden,7,2/18/2016 20:35:11,several_persons_no_single_persons_depiction_is_dominant,0.8738,mixed_but_predominantly_female_persons,0.7282,,0,,,http://upload.wikimedia.org/wikipedia/commons/a/a7/Edgar_Germain_Hilaire_Degas_021.jpg,"several_persons_but_one_persons_depiction_is_dominant
several_persons_no_single_persons_depiction_is_dominant","","mixed_but_predominantly_female_persons
gender_is_not_recognizable","",male,The man in the middle is dominant,,""
882955057,true,golden,32,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c7/Bauzeichnerarbeitsplatz1998.jpg,no_person,"",,"",,"",,""
882955187,false,golden,13,2/18/2016 20:48:12,several_persons_no_single_persons_depiction_is_dominant,1.0,mixed_but_predominantly_male_persons,0.7713,,,,,http://upload.wikimedia.org/wikipedia/commons/4/43/Fussballtrainer-18-09-2005.jpg,"several_persons_but_one_persons_depiction_is_dominant
several_persons_no_single_persons_depiction_is_dominant","","only_male
mixed_but_predominantly_male_persons
mixed_equal_amount_of_male_and_female_persons
gender_is_not_recognizable","","male
gender_is_not_recognizable","",,""
882955333,true,golden,25,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/4/48/Gesellenst%C3%BCck_P._Cikovac_L._Mory_GmbH.jpg,no_person,"",,"",,"",,""
882955367,true,golden,31,"",no_person,0.9248,,0,,,,0,http://upload.wikimedia.org/wikipedia/commons/1/1d/Notarzteinsatzfahrzeug_%C3%96sterreich.jpg,no_person,"",,"",,"",,""
882955444,false,golden,21,3/25/2016 13:49:33,no_person,0.8591,,0,,0,,,http://upload.wikimedia.org/wikipedia/commons/5/58/Catherine_II%27s_coronation_tin_tableware_and_silver_medals_%28GIM%29_01.jpg,no_person,"",,"",,"",,""
882955500,true,golden,34,"",one_person,1.0,,,,,male,0.9595,http://upload.wikimedia.org/wikipedia/commons/c/cb/Tule_Lake_Relocation_Center%2C_Newell%2C_California._A_view_in_the_paint_shop_in_the_garage%2C_at_this_Re_._._._-_NARA_-_536732.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
882955980,true,golden,14,"",several_persons_no_single_persons_depiction_is_dominant,0.6731,only_male,0.5983,,0,,,http://upload.wikimedia.org/wikipedia/commons/b/b8/Edhardy.jpg,several_persons_no_single_persons_depiction_is_dominant,"","only_male
mixed_but_predominantly_male_persons
gender_is_not_recognizable","","","",,""
883844806,true,golden,20,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a2/GDR_Navy_OR6_Meister.gif,no_person,"",,"",,"",,""
883844908,true,golden,29,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f3/Gunsmith.jpg,one_person,"",,"",,"",male,""
883844960,true,golden,28,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/79/Laichingen_Heimatmuseum_Kaffeer%C3%B6sterei.jpg,no_person,"",,"",,"",,""
883845266,true,golden,18,"",no_person,0.9585,,,,,,0,http://upload.wikimedia.org/wikipedia/commons/d/dd/Bratwurst_Gl%C3%B6ckl.jpg,no_person,"Please, do not try to find very very small people on the photo.",,"",,"",,""
883845296,true,golden,26,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/e/e1/Gleisbauer_Pr%C3%BCfungszeugnis.jpg,no_person,"",,"",,"",,""
883845370,true,golden,22,"",one_person,0.9563,,,,,male,0.5379,http://upload.wikimedia.org/wikipedia/commons/0/00/Van_Gogh_-_Weber_am_Webstuhl_-_%28Profil_nach_rechts%293.jpeg,one_person,"",,"",,"","female
male
gender_is_not_recognizable",""
883845430,true,golden,20,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/f/f5/Vergleich_Ausbildungsm%C3%B6glichkeiten2.jpg,no_person,"",,"",,"",,""
883845458,true,golden,35,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/71/Leest.jpg,no_person,"",,"",,"",,""
883845531,true,golden,29,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/b/b8/Karte_Notariat_Schweiz_2016.png,no_person,"",,"",,"",,""
883845714,true,golden,35,"",one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/c/cd/Contorsionist.jpg,one_person,"",,"",,"","female
gender_is_not_recognizable",""
883845974,true,golden,30,"",one_person,0.9702,,,,,female,0.9702,http://upload.wikimedia.org/wikipedia/commons/0/0f/Loea_-_Strohhut.jpg,one_person,"",,"",,"",female,""
883846036,true,golden,26,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c0/Vergleich_Ausbildungsm%C3%B6glichkeiten.jpg,no_person,"",,"",,"",,""
883846084,true,golden,23,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/d/d2/003_Theresianism_Style_-_Interiors.jpg,no_person,"",,"",,"",,""
883846150,true,golden,23,"",no_person,0.967,,,,,,0,http://upload.wikimedia.org/wikipedia/commons/0/03/Ivory_objects_from_German_workshops%2C_17._century.jpg,no_person,"",,"",,"",,""
883846182,true,golden,37,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/86/Bauzeichnerarbeitsplatz2012.jpg,no_person,"",,"",,"",,""
883846256,true,golden,37,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/2e/FvB_Bank_2005.JPG,no_person,"",,"",,"",,""
883846326,true,golden,19,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/0/0f/Heldritt_%288%29.jpg,no_person,"",,"",,"",,""
883846394,true,golden,33,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/9/9b/Fingerhoevle.jpg,no_person,"",,"",,"",,""
883846608,true,golden,28,"",one_person,0.9296,,,,,male,0.9296,http://upload.wikimedia.org/wikipedia/commons/6/60/Leonhard_Euler_2.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",It's a man
883846653,true,golden,29,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/73/Kaffeeroester.jpg,no_person,"",,"",,"",,""
883846759,true,golden,34,"",one_person,1.0,,,,,male,0.9694,http://upload.wikimedia.org/wikipedia/commons/1/15/Bundesarchiv_B_145_Bild-F023327-0001%2C_Bonn%2C_Orgelbau_in_der_Werkstatt_Klais.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883846835,true,golden,30,2/18/2016 20:49:58,one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/6/66/Bundesarchiv_Bild_183-W0129-0019%2C_Leipzig%2C_Apothekerin_mit_Feinwaage.jpg,one_person,"",,"",,"",female,The person is female.
883847125,false,golden,7,2/18/2016 20:56:25,several_persons_but_one_persons_depiction_is_dominant,0.7143,,0,female,0.7143,,0,http://upload.wikimedia.org/wikipedia/commons/f/fa/Oprah_Winfrey_%282004%29.jpg,"one_person
several_persons_but_one_persons_depiction_is_dominant","",,"",female,"",female,""
883847161,true,golden,28,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/de/7/74/Klischees.jpg,no_person,"",,"",,"",,""
883847491,true,golden,23,2/18/2016 20:30:27,one_person,0.7967,,,,0,male,0.7967,http://upload.wikimedia.org/wikipedia/commons/5/52/Korbflechter_auf_Mittelaltermarkt.jpg,one_person,"",,"","","",male,""
883847698,true,golden,34,2/18/2016 21:02:35,no_person,0.7386,,,,,,0,http://upload.wikimedia.org/wikipedia/de/5/50/BZF_Wiki.JPG,no_person,"Attention! There is no person on the photo. You should not choose ""One person"", while it is not a person. It is the sign of empty photo.",,"",,"","",""
883847785,true,golden,23,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/5/59/Joska_bodenmais_glasparadies_glasblaeser.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883847817,true,golden,20,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c6/FW_cam_slv.gif,no_person,"",,"",,"",,""
883847888,true,golden,28,"",no_person,0.9684,,,,,,,http://upload.wikimedia.org/wikipedia/commons/b/bd/Coffee_roasting_grades.png,no_person,"",,"",,"",,""
883847924,true,golden,31,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/1c/Soufflierbuch_Die_R%C3%A4uber_Mannheim.jpg,no_person,"",,"",,"",,""
883847953,true,golden,36,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/19/Dental_imprint_5unitimp.jpg,no_person,"",,"",,"",,""
883848018,true,golden,26,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/2/2f/Bundesarchiv_Bild_183-R66982%2C_Binnenschiffer%2C_der_Kapit%C3%A4n_am_Steuer.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883848045,true,golden,28,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/2b/FvB_Schrank_2005.jpg,no_person,"",,"",,"",,""
883848230,true,golden,19,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f8/Kartograph.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883849211,true,golden,29,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/0/06/Umbrella.png,no_person,"",,"",,"",,""
883849401,true,golden,21,"",several_persons_no_single_persons_depiction_is_dominant,0.7414,only_male,0.7414,,0,,,http://upload.wikimedia.org/wikipedia/commons/7/75/Vincent_Nichols_Liturgy_of_the_Eucharist_2011-01-15.jpg,several_persons_no_single_persons_depiction_is_dominant,No one of them is dominant.,only_male,There are two men.,"","",,""
883849505,true,golden,32,"",one_person,1.0,,,,,gender_is_not_recognizable,0.6762,http://upload.wikimedia.org/wikipedia/commons/9/9e/Defense.gov_News_Photo_060803-F-2907C-107.jpg,one_person,"",,"",,"","female
male
gender_is_not_recognizable",""
883849552,true,golden,34,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/e/eb/Furrrier%27s_prick_stitch_machine.jpg,no_person,"",,"",,"",,""
883849694,true,golden,27,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/commons/e/ea/Guy_Aitchison.jpg,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883849748,true,golden,36,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/1/14/BlueWhaleSkeleton.jpg,no_person,"",,"",,"",,""
883849846,true,golden,27,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/b/b3/RoscheiderHof-waldmuseum-forstbuero-2009.jpg,no_person,"",,"",,"",,""
883849919,true,golden,33,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/3/38/Vashon_Island_Coffee_Roasterie_-_roasting_pans_01.jpg,no_person,"",,"",,"",,""
883849980,true,golden,23,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/a/a4/Modellgussprothese_RvT_09.JPG,no_person,"",,"",,"",,""
883850028,true,golden,19,"",no_person,0.9151,,0,,0,,,http://upload.wikimedia.org/wikipedia/commons/8/8a/Puppenkaufladen_Hutgesch%C3%A4ft.jpg,no_person,There are no people.,,"",,"",,""
883850081,true,golden,31,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/5/56/Patent_SM.png,no_person,"",,"",,"",,""
883850184,true,golden,28,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/23/Making_of_shoes.jpg,no_person,"",,"",,"",,""
883850294,true,golden,30,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/0/05/Alter_Kaffeer%C3%B6ster_IMG_3169.JPG,no_person,"",,"",,"",,""
883850372,true,golden,26,"",one_person,0.9285,,,,,male,0.9285,http://upload.wikimedia.org/wikipedia/commons/6/6b/Hoelderlin_1792.jpg,one_person,"",,"",,"","female
male
gender_is_not_recognizable",""
883850445,true,golden,34,"",one_person,1.0,,,,,male,1.0,http://upload.wikimedia.org/wikipedia/de/5/50/Sattler_bei_der_Arbeit.JPG,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883850492,true,golden,29,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/27/Kafferoster.jpg,no_person,"",,"",,"",,""
883850700,true,golden,30,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/6/67/DeckelMaho-DMU50e-MachiningCenter.jpg,no_person,"",,"",,"",,""
883850757,true,golden,33,2/18/2016 20:36:57,no_person,0.8428,,0,,,,0,http://upload.wikimedia.org/wikipedia/commons/5/5d/Vorstadtschleuse_Brandenburg_%281%29.JPG,no_person,"Please, do not try to find very very small people on the photo.",,"",,"",,""
883850991,true,golden,30,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/2/22/Collier_Prinzesse_mit_Ronde_Sternennacht_auf_wei%C3%9F.jpg,no_person,"",,"",,"",,""
883851337,true,golden,33,"",one_person,0.9291,,0,,,male,0.9291,http://upload.wikimedia.org/wikipedia/commons/b/b6/Heinrich_Heine.PNG,one_person,"",,"",,"","male
gender_is_not_recognizable",""
883851392,true,golden,25,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/7/7c/Wappen_der_Schriftgiesser.jpg,no_person,"",,"",,"",,""
883851564,true,golden,26,"",one_person,1.0,,,,,female,1.0,http://upload.wikimedia.org/wikipedia/commons/f/f7/Louis_George_Meistergraveurin_2.jpg,one_person,"",,"",,"","female
gender_is_not_recognizable",""
883851694,false,golden,8,2/18/2016 20:44:54,one_person,0.8736,,,,0,male,0.8736,http://upload.wikimedia.org/wikipedia/commons/e/e7/Mall_culture_jakarta32.jpg,one_person,"",,"",,"","female
male
gender_is_not_recognizable",""
883851951,false,golden,9,2/18/2016 20:45:11,several_persons_but_one_persons_depiction_is_dominant,0.5731,,0,male,0.5731,,0,http://upload.wikimedia.org/wikipedia/commons/c/c6/Charles_Lamoureux.png,"one_person
several_persons_but_one_persons_depiction_is_dominant
several_persons_no_single_persons_depiction_is_dominant","",mixed_but_predominantly_female_persons,"","male
gender_is_not_recognizable","","male
gender_is_not_recognizable",""
883852082,true,golden,30,"",no_person,1.0,,,,,,,http://upload.wikimedia.org/wikipedia/commons/9/9b/Walldorf_Wappenbaum_Wappen_Gipser.JPG,no_person,"",,"",,"",,""
