	Berufsgruppe	Frauen	KldB	KldB5	Männer	Overall	name	Bias	page_exist	label
658	Berufe in Werbung und Marketing	54.6682417799	9211	92113	45.3317582201	152370.0	Medienberater	male	only male	male
659	Verlags- und Medienkaufleute (o.S.)	65.0971858153	9230	92302	34.9028141847	20219.0	Verlagskaufmann	male	only male	male
660	Führung - Hochschullehre und -forschung	29.7738693467	8439	84394	70.2261306533	796.0	Rektor	male	only male	male
661	Berufe physikalisch-techn. Laboratorium	32.4723846654	4141	41412	67.5276153346	6156.0	Physiklaborant	male	only male	male
662	Apotheker, Pharmazeuten	83.8102088662	8180	81804	16.1897911338	37536.0	Fachapotheker	male	only male	male
663	Aufsicht,Führung - Getränkeherstellung	4.35766836446	2919	29193	95.6423316355	1767.0	Braumeister	male	only male	male
664	Rechtsberatung,-sprechung,-ordnung (ssT)	57.9327818764	7318	73184	42.0672181236	26838.0	Wirtschaftsjurist	male	only male	male
665	Versicherungskaufleute	53.568518232	7213	72133	46.431481768	193890.0	Versicherungsvertreter	male	only male	male
666	Anlageberater u. sonst. Finanzdienstl.	44.3380220021	7212	72123	55.6619779979	36542.0	Finanzberater	male	only male	male
667	Berufe im Holz-, Möbel-, Innenausbau	3.90146033877	2234	22342	96.0985396612	143049.0	Tischler	male	only male	male
668	Zahnmedizinische Fachangestellte	99.4084063138	8111	81113	0.591593686223	193545.0	Zahnmedizinischer Fachassistent	male	only male	male
669	Komiker/innen, Kabarettisten/innen	54.5454545455	9431	94313	45.4545454545	33.0	Clown	male	only male	male
670	Berufe in der Softwareentwicklung	12.3967931919	4341	43412	87.6032068081	141948.0	Mathematisch-technischer Assistent	male	only male	male
671	Apotheker, Pharmazeuten	83.8102088662	8180	81804	16.1897911338	37536.0	Pharmazeut	male	only male	male
672	Geschäftsführer/innen und Vorstände	21.1018907961	7110	71104	78.8981092039	184737.0	Manager	male	only male	male
673	Kunsthandw.Schmuckherst.,Edelsteinbearb.	60.9995903318	9352	93522	39.0004096682	4882.0	Juwelier	male	only male	male
674	Berufe in der Theologie	30.0088759784	8331	83314	69.9911240216	12393.0	Pfarrer	male	only male	male
675	Aufsicht, Führung - Speisenzubereitung	18.02864773	2939	29393	81.97135227	20595.0	Küchenmeister	male	only male	male
676	Berufe in der Wirtschaftsinformatik	25.5314765985	4311	43112	74.4685234015	24272.0	Informatikkaufmann	male	only male	male
677	Nautische Schiffsoffiziere und Kapitäne	4.49203447375	5241	52414	95.5079655262	3829.0	Kapitän	male	only male	male
678	Berufe in der Textilveredlung	20.9806780897	2814	28142	79.0193219103	5486.0	Produktveredler Textil	male	only male	male
679	Berufe im Rettungsdienst	21.3708058503	8134	81343	78.6291941497	52305.0	Notfallsanitäter	male	only male	male
680	Berufe in der Personaldienstleistung	66.3964145433	7152	71522	33.6035854567	99290.0	Personaldienstleistungskaufmann	male	only male	male
681	Berufe Leitungsinstallation,-wartung	3.41477678862	2626	26262	96.5852232114	30778.0	Elektroanlagenmonteur	male	only male	male
682	Berufe im visuellen Marketing	79.2024013722	9322	93222	20.7975986278	9328.0	Schauwerbegestalter	male	only male	male
683	Schiffsführer Binnen-,Hafenverkehr	5.69221386461	5242	52423	94.3077861354	4919.0	Bootsführer	male	only male	male
684	Berufe handwerkl.Metall-,Glockengießerei	4.20514511873	2414	24142	95.7948548813	6064.0	Gelbgießer	male	only male	male
685	Berufe im Verkauf (Elektro,Haushaltsw.)	39.4658181468	6224	62242	60.5341818532	20742.0	Fotomedienfachmann	male	only male	male
686	Komiker/innen, Kabarettisten/innen	54.5454545455	9431	94313	45.4545454545	33.0	Humorist	male	only male	male
687	Berufe Unternehmensorga.,strategie (ssT)	44.2377678932	7138	71382	55.7622321068	4946.0	Werkgehilfe Schmuckwarenindustrie, Taschen- und Armbanduhren	male	only male	male
688	Berufe in der Landwirtschaft (o.S.)	21.5765899789	1110	11102	78.4234100211	124357.0	Landwirt	male	only male	male
689	Berufe in der Isolierung	1.2101210121	3331	33312	98.7898789879	11817.0	Isolierfacharbeiter	male	only male	male
690	Servicefachkräfte im Schiffsverkehr	31.3624678663	5143	51432	68.6375321337	389.0	Zahlmeister	male	only male	male
691	Berufe im Güter- und Warenumschlag	14.3576367827	5133	51332	85.6423632173	16486.0	Küper	male	only male	male
692	Berufe Informations,Telekommunikationst.	11.4381605553	2631	26312	88.5618394447	191884.0	Büroinformationselektroniker	male	only male	male
693	Kunstmaler/innen, Zeichner/innen	48.7741935484	9332	93323	51.2258064516	775.0	Schnellzeichner	male	only male	male
694	Berufe nicht ärztliche Psychotherapie	78.1458251666	8163	81634	21.8541748334	5102.0	Psychologischer Psychotherapeut	male	only male	male
695	Berufe in der Personaldienstleistung	66.3964145433	7152	71524	33.6035854567	99290.0	Fallmanager	male	only male	male
696	Berufe im chemisch-techn. Laboratorium	59.1680426246	4132	41322	40.8319573754	72071.0	Chemisch-technischer Assistent	male	only male	male
697	Berufe in der Öffentlichkeitsarbeit	65.267451247	9220	92204	34.732548753	23537.0	Pressesprecher	male	only male	male
698	Berufe in der Dachdeckerei	0.400729968205	3214	32142	99.5992700318	53153.0	Dachdecker	male	only male	male
699	Berufe im Lacklaboratorium	45.6225127914	2222	22222	54.3774872086	3518.0	Lacklaborant	male	only male	male
700	Berufe in der Glasherstellung	17.5054582097	2131	21312	82.4945417903	17863.0	Glasmacher	male	only male	male
701	Berufe im Verkauf von Lebensmitteln (oS)	72.0206153296	6230	62302	27.9793846704	89448.0	Fachverkäufer im Lebensmittelhandwerk	male	only male	male
702	Pflasterer/innen, Steinsetzer/innen	0.528109028961	3221	32212	99.471890971	5870.0	Straßenbauer	male	only male	male
703	Berufe in der Justizverwaltung	93.3804860355	7325	73252	6.61951396445	16542.0	Justizfachangestellter	male	only male	male
704	Berufe Digital-, Printmediengestaltung	50.1462693284	2321	23212	49.8537306716	62214.0	Notenstecher	male	only male	male
705	Berufe im Holzblasinstrumentenbau	29.4294294294	9362	93622	70.5705705706	333.0	Holzblasinstrumentenmacher	male	only male	male
706	Berufe im Gartenbau (o.S.)	21.8356761854	1210	12102	78.1643238146	135732.0	Gärtner	male	only male	male
707	Berufe in der Schiffbautechnik	6.19822907741	2524	25242	93.8017709226	3501.0	Schiffsmechaniker	male	only male	male
708	Berufe in der Badeaufsicht	39.2836746349	5314	53142	60.7163253651	12257.0	Rettungsschwimmer	male	only male	male
709	Berufe Gesellschaftswissenschaften (ssT)	48.3720930233	9138	91384	51.6279069767	1935.0	Kriminologe	male	only male	male
710	Berufe Umweltschutzverwaltung, -beratung	41.0920869968	4231	42314	58.9079130032	10805.0	Umweltgutachter	male	only male	male
711	Berufe in der Zahntechnik	60.2778057373	8254	82542	39.7221942627	49675.0	Zahntechniker	male	only male	male
712	Anlageberater u. sonst. Finanzdienstl.	44.3380220021	7212	72124	55.6619779979	36542.0	Rentenberater	male	only male	male
713	Berufe in der Forstwirtschaft	5.09963399756	1171	11714	94.9003660024	24590.0	Forstwirt	male	only male	male
714	Berufe im Rettungsdienst	21.3708058503	8134	81342	78.6291941497	52305.0	Rettungsassistent	male	only male	male
715	Berufe im Berg- und Tagebau	7.26492128967	2111	21112	92.7350787103	23758.0	Bergbautechnologe	male	only male	male
716	Berufe i.d. medizinischen Dokumentation	85.1895119418	7334	73342	14.8104880582	7704.0	Medizinischer Dokumentationsassistent	male	only male	male
717	Maschinen-, Gerätezusammensetzer/innen	21.0325537037	2511	25112	78.9674462963	171962.0	Fertigungsmechaniker	male	only male	male
718	Berufe in der Kartografie	47.4680548982	3122	31222	52.5319451018	2113.0	Geomatiker	male	only male	male
719	Berufe Sattlerei, Herst. Lederutensilien	48.3291210334	2832	28322	51.6708789666	3561.0	Täschner	male	only male	male
720	Berufe in der Klempnerei (o.S.)	1.24864495925	3420	34202	98.7513550408	24907.0	Klempner	male	only male	male
721	Berufe in der Gebäudetechnik (o.S.)	6.86331637035	3410	34102	93.1366836296	231681.0	Haustechniker	male	only male	male
722	Kutscher/innen	15.3005464481	1134	11342	84.6994535519	366.0	Kutscher	male	only male	male
723	Berufe Metalloberflächenbehandlung (o.S)	12.6353874883	2430	24302	87.3646125117	42840.0	Vergolder	male	only male	male
724	Berufe im IT-Vertrieb	21.9930782724	4323	43233	78.0069217276	21093.0	IT-System-Kaufmann	male	only male	male
725	Berufe Grafik-Kommunikations-,Fotodesign	48.9152458611	2322	23223	51.0847541389	40470.0	Webdesigner	male	only male	male
726	Berufe im Vertrieb (außer IKT)	34.1969853683	6112	61123	65.8030146317	462146.0	Mitarbeiter	male	only male	male
727	Berufe i.d. spanlosen Metallbearbeitung	12.937104197	2421	24212	87.062895803	25423.0	Stanz- und Umformmechaniker	male	only male	male
728	Berufe Leitungsinstallation,-wartung	3.41477678862	2626	26262	96.5852232114	30778.0	Anlagenelektriker	male	only male	male
729	Büro- und Sekretariatskräfte (o.S.)	79.4443583916	7140	71401	20.5556416084	1969075.0	Telefonist	male	only male	male
730	Berufe physikalisch-techn. Laboratorium	32.4723846654	4141	41414	67.5276153346	6156.0	Physikingenieur	male	only male	male
731	Aufsicht,Führung-Objekt-,Brandschutz	14.3865948534	5319	53193	85.6134051466	8355.0	Wachleiter	male	only male	male
732	Berufe in der Forstwirtschaft	5.09963399756	1171	11713	94.9003660024	24590.0	Förster	male	only male	male
733	Berufe technische Qualitätssicherung	27.7924731183	2731	27313	72.2075268817	186000.0	Qualitätsfachmann	male	only male	male
734	Berufe Informations,Telekommunikationst.	11.4381605553	2631	26312	88.5618394447	191884.0	Elektroinstallateur	male	only male	male
735	Dolmetscher/innen und Übersetzer/innen	69.8481848185	7142	71424	30.1518151815	7575.0	Übersetzer	male	only male	male
736	Berufe in der Gebäudetechnik (o.S.)	6.86331637035	3410	34102	93.1366836296	231681.0	Hausmeister	male	only male	male
737	Berufe in der Geografie	42.5909494232	4213	42134	57.4090505768	2254.0	Geograph	male	only male	male
738	Kaufleute im Handel (o.S.)	49.2979461483	6120	61203	50.7020538517	18161.0	Handelsfachwirt	male	only male	male
739	Nautische Schiffsoffiziere und Kapitäne	4.49203447375	5241	52414	95.5079655262	3829.0	Schiffsbetriebsoffizier	male	only male	male
740	Berufe im Metallblasinstrumentenbau	16.6666666667	9363	93632	83.3333333333	342.0	Metallblasinstrumentenmacher	male	only male	male
741	Berufe in der Textilherstellung	34.0723731095	2812	28122	65.9276268905	12629.0	Produktprüfer Textil	male	only male	male
742	Speditions- und Logistikkaufleute	37.0142226858	5162	51622	62.9857773142	141886.0	Expedient	male	only male	male
743	Aufsicht - Feinwerk- u. Werkzeugtechnik	2.87769784173	2459	24593	97.1223021583	3336.0	Büchsenmachermeister	male	only male	male
744	Berufe Drechslerei, Spielzeugherstellung	60.4	9333	93332	39.6	750.0	Spielzeughersteller	male	only male	male
745	Berufe in der Zimmerei	1.21315420092	3332	33322	98.7868457991	49870.0	Bootsbauer	male	only male	male
746	Berufe in der Softwareentwicklung	12.3967931919	4341	43414	87.6032068081	141948.0	Softwareentwickler	male	only male	male
747	Berufe Überwachung Verkehrsbetrieb (oS)	26.3961430293	5150	51504	73.6038569707	4978.0	Verkehrsplaner	male	only male	male
748	Industriekeramik (Verfahren,Anlagentech)	25.5032397408	2141	21412	74.4967602592	11575.0	Industriekeramiker Verfahrenstechnik	male	only male	male
749	Grill-, Braten- u. Fischköche/-köchinnen	37.0960187354	2932	29322	62.9039812646	2135.0	Poissonnier	male	only male	male
750	Berufe i.d. Land-, Baumaschinentechnik	0.488489461042	2522	25222	99.511510539	37053.0	Landmaschinenmechaniker	male	only male	male
751	Berufe in der Drucktechnik	22.5987478195	2341	23412	77.4012521805	73951.0	Medientechnologe Druck	male	only male	male
752	Berufe Luftver.,Schiff,Fahrzeugelektron.	4.35011032889	2633	26332	95.6498896711	9517.0	Fluggerätelektroniker	male	only male	male
753	Schifffahrtskaufleute	42.1270978691	5165	51653	57.8729021309	5303.0	Schiffsmakler	male	only male	male
754	Detektive/Detektivinnen	14.3413873733	5315	53152	85.6586126267	2566.0	Detektiv	male	only male	male
755	Berufe i.d. schleifenden Metallbearbeit.	6.28800778399	2422	24222	93.711992216	32888.0	Vorpolierer Schmuck- und Kleingeräteherstellung	male	only male	male
756	Berufe in der Haus- und Familienpflege	81.0310203384	8314	83143	18.9689796616	46808.0	Haus- und Familienpfleger	male	only male	male
757	Berufe in der Gravur	26.9543973941	9353	93532	73.0456026059	1228.0	Graveur	male	only male	male
758	Kunststoff-,Kautschukherstellung (o.S.)	26.7465962203	2210	22102	73.2534037797	221445.0	Kunststoff-Formgeber	male	only male	male
759	Platz-, Gerätewarte/innen	7.74886392866	3411	34112	92.2511360713	46652.0	Platzwart	male	only male	male
760	Berufe Leitungsinstallation,-wartung	3.41477678862	2626	26262	96.5852232114	30778.0	Installateur	male	only male	male
761	Berufe in der Justizverwaltung	93.3804860355	7325	73253	6.61951396445	16542.0	Rechtspfleger	male	only male	male
762	Berufe kunsthandwerkliche Glasbläserei	27.8772378517	9343	93432	72.1227621483	391.0	Glasbläser	male	only male	male
763	Kodierer,Korrekturleser,verw.Bürokräfte	76.9957343083	7144	71442	23.0042656917	3282.0	Korrektor	male	only male	male
764	Berufe in der Umweltschutztechnik (o.S.)	31.4682116176	4220	42202	68.5317883824	6559.0	Umweltschutztechnischer Assistent	male	only male	male
765	Berufe in der Meteorologie	39.2857142857	4214	42142	60.7142857143	700.0	Technischer Assistent	male	only male	male
766	Aufsicht,Führung-Objekt-,Brandschutz	14.3865948534	5319	53194	85.6134051466	8355.0	Einsatzleiter	male	only male	male
767	Berufe i.d. Holzbe-,-verarbeitung (o.S.)	11.5013019049	2230	22303	88.4986980951	58376.0	Holztechniker	male	only male	male
768	Berufe in der Ver- und Entsorgung (o.S.)	6.25302705321	3430	34301	93.7469729468	57812.0	Straßenreiniger	male	only male	male
769	Berufe in der Gastronomie (s.s.T.)	64.7840765227	6338	63383	35.2159234773	14218.0	Sommelier	male	only male	male
770	Berufe im Dialogmarketing	60.0417870759	9212	92122	39.9582129241	147414.0	Callcenteragent	male	only male	male
771	Berufe in der Zimmerei	1.21315420092	3332	33322	98.7868457991	49870.0	Zimmerer	male	only male	male
772	Rechtsberatung,-sprechung,-ordnung (ssT)	57.9327818764	7318	73184	42.0672181236	26838.0	Jurist	male	only male	male
773	Berufe in der Markt-, Meinungsforschung	46.7461188647	9134	91342	53.2538811353	12754.0	Fachangestellter für Markt- und Sozialforschung	male	only male	male
774	Berufe in der Requisite	64.7788736876	9462	94623	35.2211263124	3143.0	Requisiteur	male	only male	male
775	Berufe in der Landwirtschaft (o.S.)	21.5765899789	1110	11101	78.4234100211	124357.0	Erntehelfer	male	only male	male
776	Berufe in der Lagerwirtschaft	24.9768310941	5131	51312	75.0231689059	1265705.0	Lagerhalter	male	only male	male
777	Berufe in der Textilreinigung	83.7570295047	5413	54132	16.2429704953	25962.0	Textilreiniger	male	only male	male
778	Führung - Verlags- und Medienwirtschaft	32.6357466063	9239	92394	67.3642533937	1768.0	Musikverleger	male	only male	male
779	Berufe in der Personaldienstleistung	66.3964145433	7152	71524	33.6035854567	99290.0	Arbeitsvermittler	male	only male	male
780	Berufe in der Schuhherstellung	37.8797535585	2833	28332	62.1202464415	9414.0	Schuhmacher	male	only male	male
781	Berufe in der Softwareentwicklung	12.3967931919	4341	43413	87.6032068081	141948.0	Systemprogrammierer	male	only male	male
782	Technische Zeichner/innen	55.2902652383	2721	27212	44.7097347617	106885.0	Technischer Produktdesigner	male	only male	male
783	Köche/Köchinnen (o.S.)	52.9232533486	2930	29302	47.0767466514	449961.0	Koch	male	only male	male
784	Berufe im Musikfachhandel	33.5901386749	6253	62532	66.4098613251	649.0	Musikalienhändler	male	only male	male
785	Redakteure/innen, Journalisten/innen	50.5608415413	9241	92413	49.4391584587	71678.0	Technischer Redakteur	male	only male	male
786	Musiker/innen	37.9399437331	9411	94114	62.0600562669	17417.0	Musiker	male	only male	male
787	Berufe in der Bild- und Tontechnik	26.5236833389	9453	94534	73.4763166611	12076.0	Tonmeister	male	only male	male
788	Tech.ServicekräfteWartung,Instandhaltung	4.12407074143	2513	25132	95.8759292586	212266.0	Aufzugsmonteur	male	only male	male
789	Berufe Theater-,Film-,Fernsehproduk.(oS)	51.4743851067	9440	94404	48.5256148933	7359.0	Dramatiker	male	only male	male
790	Hochbau	1.2849391531	321	32172	98.7150608469	423522.0	Bauwerksmechaniker für Abbruch und Betontrenntechnik	male	only male	male
791	Aufsicht,Führung-TheaterFilm,Fernsehprod	40.1872883044	9449	94494	59.8127116956	5019.0	Intendant	male	only male	male
792	Berufe im Weinbau	18.034026465	1160	11602	81.965973535	2645.0	Winzer	male	only male	male
793	Berufe in der Theologie	30.0088759784	8331	83314	69.9911240216	12393.0	Theologe	male	only male	male
794	Berufe in der Buchhaltung	79.0444149597	7221	72212	20.9555850403	285647.0	Wirtschaftsassistent	male	only male	male
795	Berufe Überwachung Luftverkehrsbetrieb	30.8085212408	5153	51532	69.1914787592	8027.0	Flugdienstberater	male	only male	male
796	Aufsicht und Führung - Chemie	14.1397849462	4139	41394	85.8602150538	13020.0	Chemiker	male	only male	male
797	Berufe im Maurerhandwerk	0.209680237638	3212	32122	99.7903197624	97291.0	Maurer	male	only male	male
798	Strahlenschutzbeauftragte	8.21409644939	4233	42334	91.7859035506	1887.0	Strahlenschutzbeauftragter	male	only male	male
799	Berufe in der Chemie- und Pharmatechnik	26.7838353922	4131	41312	73.2161646078	179627.0	Chemikant	male	only male	male
800	Berufe Papierverarb., Verpackungstechnik	17.5711352303	2312	23122	82.4288647697	30681.0	Verpackungsmittelmechaniker	male	only male	male
801	Berufe im Klavier- und Cembalobau	16.3310961969	9364	93642	83.6689038031	894.0	Klavierstimmer	male	only male	male
802	Berufe in der Theologie	30.0088759784	8331	83314	69.9911240216	12393.0	Rabbiner	male	only male	male
803	Berufe im Glasapparatebau	21.9696969697	2132	21322	78.0303030303	396.0	Glasapparatebauer	male	only male	male
804	Berufskraftfahrer (Güterverkehr/LKW)	1.7043032114	5212	52122	98.2956967886	551193.0	Berufskraftfahrer	male	only male	male
805	Berufe im Klavier- und Cembalobau	16.3310961969	9364	93642	83.6689038031	894.0	Klavier- und Cembalobauer	male	only male	male
806	Büro- und Sekretariatskräfte (o.S.)	79.4443583916	7140	71402	20.5556416084	1969075.0	Bürokaufmann	male	only male	male
807	Berufe Digital-, Printmediengestaltung	50.1462693284	2321	23212	49.8537306716	62214.0	Reprograf	male	only male	male
808	Berufe in der Elektrotechnik (o.S.)	25.5998730188	2630	26302	74.4001269812	220505.0	Elektromechaniker	male	only male	male
809	Berufe Kunsthandwerk, bildend.Kunst (oS)	54.5947166403	9330	93304	45.4052833597	4429.0	Künstler	male	only male	male
810	Berufe in der Regie	50.9119332986	9441	94413	49.0880667014	1919.0	Regieassistent	male	only male	male
811	Berufe im Archivwesen	67.26062468	7331	73314	32.73937532	9765.0	Archivar	male	only male	male
812	Bankkaufleute	59.7982510844	7211	72112	40.2017489156	501911.0	Kassierer	male	only male	male
813	Berufe im Orgel- und Harmoniumbau	9.93690851735	9365	93652	90.0630914826	634.0	Orgelbauer	male	only male	male
814	Berufe im Gastronomieservice (o.S.)	65.2648305355	6330	63302	34.7351694645	391439.0	Kellner	male	only male	male
815	Berufe Informations,Telekommunikationst.	11.4381605553	2631	26312	88.5618394447	191884.0	Kommunikationselektroniker	male	only male	male
816	Berufe in der Glasveredelung	22.984008166	2134	21342	77.015991834	11756.0	Glasveredler	male	only male	male
817	Berufe in der Zweiradtechnik	4.72055030095	2525	25252	95.2794496991	11630.0	Zweiradmechaniker	male	only male	male
818	Verwalt. Berufe Sozial-,Gesundheitswesen	86.944437789	7322	73223	13.055562211	83474.0	Zahnmedizinischer Verwaltungsassistent	male	only male	male
819	Lehrkräfte an Sonderschulen	76.2119908204	8413	84134	23.7880091796	13944.0	Förderlehrer	male	only male	male
820	Berufe in der Bild- und Tontechnik	26.5236833389	9453	94533	73.4763166611	12076.0	Cutter	male	only male	male
821	Berufe Maschinenbau-, Betriebstechn.(oS)	13.3411949814	2510	25103	86.6588050186	611407.0	Maschinentechniker	male	only male	male
822	Anlageberater u. sonst. Finanzdienstl.	44.3380220021	7212	72123	55.6619779979	36542.0	Finanzmakler	male	only male	male
823	Berufe in der Orthopädie-, Rehatechnik	29.4536817102	8251	82512	70.5463182898	10525.0	Orthopädietechnik-Mechaniker	male	only male	male
824	Rechtsberatung,-sprechung,-ordnung (ssT)	57.9327818764	7318	73183	42.0672181236	26838.0	Datenschutzbeauftragter	male	only male	male
825	Aufsicht,Führung-Unternehmensorg,strateg	25.9924816691	7139	71394	74.0075183309	451696.0	Betriebsführer	male	only male	male
826	Berufe im Straßen- und Asphaltbau	0.983744394619	3222	32222	99.0162556054	35680.0	Asphaltbauer	male	only male	male
827	Zauberer/innen, Illusionisten/innen	19.2592592593	9432	94323	80.7407407407	135.0	Zauberer	male	only male	male
828	Berufe in der Fotografie	64.1671278362	2332	23322	35.8328721638	7228.0	Pressefotograf	male	only male	male
829	Fremdsprachensekretäre,-korrespondenten	89.5453170683	7141	71412	10.4546829317	9919.0	Fremdsprachenassistent	male	only male	male
830	Schiffsführer Binnen-,Hafenverkehr	5.69221386461	5242	52422	94.3077861354	4919.0	Hafenschiffer	male	only male	male
831	Berufe Überwachung Verkehrsbetrieb (ssT)	13.8408304498	5158	51583	86.1591695502	289.0	Gefahrgutbeauftragter	male	only male	male
832	Berufe i.d. Bekleidungsherstellung	84.4050647718	2822	28222	15.5949352282	34197.0	Maßschneider	male	only male	male
833	Berufe im Bereich Glücks- und Wettspiel	18.8318693173	9434	94342	81.1681306827	6489.0	Croupier	male	only male	male
834	Berufe i.d. schleifenden Metallbearbeit.	6.28800778399	2422	24222	93.711992216	32888.0	Feinpolierer	male	only male	male
835	Berufe in der Baustoffherstellung	1.71388101983	2122	21222	98.2861189802	21180.0	Betonfertigteilbauer	male	only male	male
836	Berufe in der Informatik (o.S.)	16.2154269235	4310	43102	83.7845730765	164362.0	Fachinformatiker	male	only male	male
837	Berufe in der Feinwerktechnik	14.6782915793	2451	24512	85.3217084207	45305.0	Feinwerkmechaniker	male	only male	male
838	Berufe in Werbung und Marketing	54.6682417799	9211	92113	45.3317582201	152370.0	Social-Media-Manager	male	only male	male
839	Berufe Verkauf Back-, Konditoreiwaren	96.0493003841	6231	62312	3.95069961592	161946.0	Fachverkäufer im Lebensmittelhandwerk (Bäckerei)	male	only male	male
840	Berufe in der Luft- und Raumfahrttechnik	7.47075732134	2523	25234	92.5292426787	35137.0	Flugingenieur	male	only male	male
841	Berufe im Rettungsdienst	21.3708058503	8134	81341	78.6291941497	52305.0	Rettungshelfer	male	only male	male
842	Berufe Naturstein-,Mineralaufbereitung	4.23446184942	2121	21212	95.7655381506	9895.0	Aufbereitungsmechaniker	male	only male	male
843	Berufe pharmazeutisch-techn. Assistenz	96.8602491956	8182	81822	3.13975080443	70547.0	Pharmazeutischer Assistent	male	only male	male
844	Berufe Digital-, Printmediengestaltung	50.1462693284	2321	23212	49.8537306716	62214.0	Schriftsetzer	male	only male	male
845	Berufe Papierverarb., Verpackungstechnik	17.5711352303	2312	23122	82.4288647697	30681.0	Packmitteltechnologe	male	only male	male
846	Anlageberater u. sonst. Finanzdienstl.	44.3380220021	7212	72123	55.6619779979	36542.0	Fachberater für Finanzdienstleistungen	male	only male	male
847	Berufe i.d. regenerativen Energietechnik	9.54682779456	2624	26244	90.4531722054	4965.0	Maschinenbauingenieur	male	only male	male
848	Fluglehrer/innen	5.5737704918	8452	84523	94.4262295082	305.0	Fluglehrer	male	only male	male
849	Aufsicht und Führung - Hotellerie	66.5682062299	6329	63293	33.4317937701	18620.0	Hotelmeister	male	only male	male
850	Berufe Mühlenprodukt-,Futtermittelherst.	3.44827586207	2921	29212	96.5517241379	3248.0	Müller	male	only male	male
851	Berufe in Moderation, Unterhaltung (oS)	48.0295566502	9430	94303	51.9704433498	406.0	Moderator	male	only male	male
852	Sport-, Fitnesskaufleute, Sportmanager	45.0848688391	6312	63122	54.9151311609	11017.0	Sportfachmann	male	only male	male
853	Berufe i.d. Holzbe-,-verarbeitung (o.S.)	11.5013019049	2230	22302	88.4986980951	58376.0	Holzbearbeitungsmechaniker	male	only male	male
854	Tourismuskaufleute	82.1267850182	6311	63112	17.8732149818	56442.0	Kaufmann für Tourismus und Freizeit	male	only male	male
855	Maschinen- und Anlagenführer/innen	12.501779731	2512	25122	87.498220269	210706.0	Maschinen- und Anlagenführer	male	only male	male
856	Angehörige der regulären Streitkräfte	43.2896890344	01	01203	56.7103109656	2444.0	Feldwebel	male	only male	male
857	Angehörige der regulären Streitkräfte	43.2896890344	01	01402	56.7103109656	2444.0	Soldat	male	only male	male
858	Angehörige der regulären Streitkräfte	43.2896890344	01	01104	56.7103109656	2444.0	Offizier	male	only male	male
859	Obj.Pers.Brandschutz,Arbeitssicherh(ssT)	37.7005047672	5318	53182	62.2994952328	8915.0	Hilfspolizist	neutral	female&male	male
860	Führung - Allgemeinbildende Schulen	62.9975429975	8419	84194	37.0024570025	2035.0	Direktor	neutral	female&male	male
861	Berufe für Post- und Zustelldienste	47.8940392206	5132	51321	52.1059607794	205963.0	Bote	neutral	female&male	male
862	Angehörige gesetzgebender Körperschaften	18.1568088033	7121	71214	81.8431911967	2908.0	Bundeskanzler	neutral	female&male	male
863	Berufe in der Gemeindearbeit	58.6139959235	8332	83323	41.3860040765	10303.0	Diakon	neutral	female&male	male
864	Angehörige geistl. Orden, Mutterhäuser	62.5711035267	8333	83332	37.4288964733	879.0	Mönch	neutral	female&male	male
865	Berufe im Veranstaltungsservice,-manag.	58.3260838046	6340	63401	41.6739161954	27588.0	Host	neutral	female&male	male
866	Berufe in der Landwirtschaft (o.S.)	21.5765899789	1110	11101	78.4234100211	124357.0	Knecht	neutral	female&male	male
867	Apotheker, Pharmazeuten	83.8102088662	8180	81804	16.1897911338	37536.0	Apotheker	neutral	female&male	male
868	Angehörige geistl. Orden, Mutterhäuser	62.5711035267	8333	83332	37.4288964733	879.0	Ordensbruder	neutral	female&male	male
869	Berufskraftfahrer(Personentransport/PKW)	13.9629239126	5211	52112	86.0370760874	74927.0	Taxifahrer	neutral	female&male	male
870	Mannequins, Dressmen, sonstige Models	88.7755102041	9423	94232	11.2244897959	98.0	Dressman	neutral	female&male	male
